// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 天使
//<0537> クソ坊主
<0537> クソ坊主

//<0538> 代理人
<0538> 代理人

//<0539> 微妙すぎるイケメン
<0539> 微妙すぎるイケメン

//<0540> ロリコン
<0540> ロリコン

//<0541> メガネ仲間
<0541> メガネ仲間

//<0542> 暗算日本記録保持者
<0542> 暗算日本記録保持者

//<0543> 通り魔
<0543> 通り魔

//<0544> 記憶ナシ男
<0544> 記憶ナシ男

//<0545> 音速
<0545> 音速

//<0546> 無限
<0546> 無限

//<0547> エロ侍
<0547> エロ侍

//<0548> エロエロ団ナンバー１
<0548> エロエロ団ナンバー１

//<0549> ただのエロ少年
<0549> ただのエロ少年

//<0550> ユリブサイク
<0550> ユリブサイク

//<0551> ドピュッシー
<0551> ドピュッシー

//<0552> アメリカンエロドッグ
<0552> アメリカンエロドッグ

//<0553> ゼウス
<0553> ゼウス

//<0554> 日向markⅡ
<0554> 日向markⅡ

//<0555> 糞虫
<0555> 糞虫

//<0556> 量産型日向
<0556> 量産型日向

//<0557> ？？
<0557> ？？

//<0558> 「なんの話だ？」
<0558> 「なんの話だ？」

//<0559> nothing
<0559> nothing

//<0560> nothing
<0560> nothing

//<0561> nothing
<0561> nothing

//<0562> nothing
<0562> nothing

//<0563> nothing
<0563> nothing

//<0564> 天使
<0564> 天使

//<0565> かなで
<0565> かなで

//<0566> 女生徒
<0566> 女生徒

//<0567> ？？
<0567> ？？

//<0568> 「…いい。忘れて」
<0568> 「…いい。忘れて」

//<0569> 音無
<0569> 音無

//<0570> クソ坊主
<0570> クソ坊主

//<0571> 代理人
<0571> 代理人

//<0572> 微妙すぎるイケメン
<0572> 微妙すぎるイケメン

//<0573> ロリコン
<0573> ロリコン

//<0574> メガネ仲間
<0574> メガネ仲間

//<0575> 暗算日本記録保持者
<0575> 暗算日本記録保持者

//<0576> 通り魔
<0576> 通り魔

//<0577> 記憶ナシ男
<0577> 記憶ナシ男

//<0578> 音速
<0578> 音速

//<0579> 無限
<0579> 無限

//<0580> エロ侍
<0580> エロ侍

//<0581> エロエロ団ナンバー１
<0581> エロエロ団ナンバー１

//<0582> ただのエロ少年
<0582> ただのエロ少年

//<0583> ユリブサイク
<0583> ユリブサイク

//<0584> ドピュッシー
<0584> ドピュッシー

//<0585> アメリカンエロドッグ
<0585> アメリカンエロドッグ

//<0586> ゼウス
<0586> ゼウス

//<0587> 日向markⅡ
<0587> 日向markⅡ

//<0588> 糞虫
<0588> 糞虫

//<0589> 量産型日向
<0589> 量産型日向

//<0590> ？？
<0590> ？？

//<0591> 「そ。じゃあな」
<0591> 「そ。じゃあな」

//<0592> nothing
<0592> nothing

//<0593> nothing
<0593> nothing

//<0594> nothing
<0594> nothing

//<0595> nothing
<0595> nothing

//<0596> nothing
<0596> nothing

//<0597> 天使
<0597> 天使

//<0598> かなで
<0598> かなで

//<0599> 女生徒
<0599> 女生徒

//<0600> ？？
<0600> ？？

//<0601> 「これから授業を受けるのよ」
<0601> 「これから授業を受けるのよ」

//<0602> 話が逸れていたようなので、しれっと立ち去るつもりが、失敗に終わる。
<0602> 話が逸れていたようなので、しれっと立ち去るつもりが、失敗に終わる。

//<0603> nothing
<0603> nothing

//<0604> nothing
<0604> nothing

//<0605> nothing
<0605> nothing

//<0606> nothing
<0606> nothing

//<0607> nothing
<0607> nothing

//<0608> se_handgun2
<0608> se_handgun2

//<0609> nothing
<0609> nothing

//<0610> nothing
<0610> nothing

//<0611> nothing
<0611> nothing

//<0612> nothing
<0612> nothing

//<0613> nothing
<0613> nothing

//<0614> 放たれた銃弾が天使の肩をかすめた。
<0614> 放たれた銃弾が天使の肩をかすめた。

//<0615> 制服の生地からうっすらと血が滲み出す。
<0615> 制服の生地からうっすらと血が滲み出す。

//<0616> ついに当たった…。
<0616> ついに当たった…。

//<0617> nothing
<0617> nothing

//<0618> nothing
<0618> nothing

//<0619> nothing
<0619> nothing

//<0620> nothing
<0620> nothing

//<0621> nothing
<0621> nothing

//<0622> nothing
<0622> nothing

//<0623> 怯んでる間に撃ち続けるべきか…。
<0623> 怯んでる間に撃ち続けるべきか…。

//<0624> その一瞬の悩みが油断となった。
<0624> その一瞬の悩みが油断となった。

//<0625> 天使
<0625> 天使

//<0626> かなで
<0626> かなで

//<0627> 女生徒
<0627> 女生徒

//<0628> ？？
<0628> ？？

//<0629> 「惜しかったわね」
<0629> 「惜しかったわね」

//<0630> nothing
<0630> nothing

//<0631> nothing
<0631> nothing

//<0632> nothing
<0632> nothing

//<0633> nothing
<0633> nothing

//<0634> nothing
<0634> nothing

//<0635> se_threaten
<0635> se_threaten
{13bf4} 0a // 0635

//<0636> se_handgun2
<0636> se_handgun2

//<0637> nothing
<0637> nothing

//<0638> nothing
<0638> nothing

//<0639> nothing
<0639> nothing

//<0640> nothing
<0640> nothing

//<0641> nothing
<0641> nothing

//<0642> 放たれた銃弾が天使のお腹に当たった…。
<0642> 放たれた銃弾が天使のお腹に当たった…。

//<0643> 制服が血で染まっていく…。
<0643> 制服が血で染まっていく…。

//<0644> だが、そんなに痛みを感じていないようだ。
<0644> だが、そんなに痛みを感じていないようだ。

//<0645> これで良かったのか？
<0645> これで良かったのか？

//<0646> 良い
<0646> 良い

//<0647> 悪い
<0647> 悪い

//<0648> selbtn : 
<0648> selbtn : 

//<0649> nothing
<0649> nothing

//<0650> nothing
<0650> nothing

//<0651> nothing
<0651> nothing

//<0652> nothing
<0652> nothing

//<0653> nothing
<0653> nothing

//<0654> nothing
<0654> nothing

//<0655> 良い！　相手は戦線の敵で、俺は勝ったんだから！
<0655> 良い！　相手は戦線の敵で、俺は勝ったんだから！

//<0656> 回復してしまう前に、移動しよう。今なら追ってはこれないだろう。
<0656> 回復してしまう前に、移動しよう。今なら追ってはこれないだろう。

//<0657> bs3_
<0657> bs3_

//<0658> nothing
<0658> nothing

//<0659> nothing
<0659> nothing

//<0660> nothing
<0660> nothing

//<0661> nothing
<0661> nothing

//<0662> nothing
<0662> nothing

//<0663> 音無
<0663> 音無

//<0664> クソ坊主
<0664> クソ坊主

//<0665> 代理人
<0665> 代理人

//<0666> 微妙すぎるイケメン
<0666> 微妙すぎるイケメン

//<0667> ロリコン
<0667> ロリコン

//<0668> メガネ仲間
<0668> メガネ仲間

//<0669> 暗算日本記録保持者
<0669> 暗算日本記録保持者

//<0670> 通り魔
<0670> 通り魔

//<0671> 記憶ナシ男
<0671> 記憶ナシ男

//<0672> 音速
<0672> 音速

//<0673> 無限
<0673> 無限

//<0674> エロ侍
<0674> エロ侍

//<0675> エロエロ団ナンバー１
<0675> エロエロ団ナンバー１

//<0676> ただのエロ少年
<0676> ただのエロ少年

//<0677> ユリブサイク
<0677> ユリブサイク

//<0678> ドピュッシー
<0678> ドピュッシー

//<0679> アメリカンエロドッグ
<0679> アメリカンエロドッグ

//<0680> ゼウス
<0680> ゼウス

//<0681> 日向markⅡ
<0681> 日向markⅡ

//<0682> 糞虫
<0682> 糞虫

//<0683> 量産型日向
<0683> 量産型日向

//<0684> ？？
<0684> ？？

//<0685> 「悪い！　当てるつもりはなかったんだ！　保健室に行こう！」
<0685> 「悪い！　当てるつもりはなかったんだ！　保健室に行こう！」

//<0686> nothing
<0686> nothing

//<0687> nothing
<0687> nothing

//<0688> nothing
<0688> nothing

//<0689> nothing
<0689> nothing

//<0690> nothing
<0690> nothing

//<0691> 天使
<0691> 天使

//<0692> かなで
<0692> かなで

//<0693> 女生徒
<0693> 女生徒

//<0694> ？？
<0694> ？？

//<0695> 「その必要はないわ。あなたは授業に出て」
<0695> 「その必要はないわ。あなたは授業に出て」

//<0696> 音無
<0696> 音無

//<0697> クソ坊主
<0697> クソ坊主

//<0698> 代理人
<0698> 代理人

//<0699> 微妙すぎるイケメン
<0699> 微妙すぎるイケメン

//<0700> ロリコン
<0700> ロリコン

//<0701> メガネ仲間
<0701> メガネ仲間

//<0702> 暗算日本記録保持者
<0702> 暗算日本記録保持者

//<0703> 通り魔
<0703> 通り魔

//<0704> 記憶ナシ男
<0704> 記憶ナシ男

//<0705> 音速
<0705> 音速

//<0706> 無限
<0706> 無限

//<0707> エロ侍
<0707> エロ侍

//<0708> エロエロ団ナンバー１
<0708> エロエロ団ナンバー１

//<0709> ただのエロ少年
<0709> ただのエロ少年

//<0710> ユリブサイク
<0710> ユリブサイク

//<0711> ドピュッシー
<0711> ドピュッシー

//<0712> アメリカンエロドッグ
<0712> アメリカンエロドッグ

//<0713> ゼウス
<0713> ゼウス

//<0714> 日向markⅡ
<0714> 日向markⅡ

//<0715> 糞虫
<0715> 糞虫

//<0716> 量産型日向
<0716> 量産型日向

//<0717> ？？
<0717> ？？

//<0718> 「お前は！？」
<0718> 「お前は！？」

//<0719> nothing
<0719> nothing

//<0720> nothing
<0720> nothing

//<0721> nothing
<0721> nothing

//<0722> nothing
<0722> nothing

//<0723> nothing
<0723> nothing

//<0724> 天使
<0724> 天使

//<0725> かなで
<0725> かなで

//<0726> 女生徒
<0726> 女生徒

//<0727> ？？
<0727> ？？

//<0728> 「ここで治まるまで休憩ね」
<0728> 「ここで治まるまで休憩ね」

//<0729> 音無
<0729> 音無

//<0730> クソ坊主
<0730> クソ坊主

//<0731> 代理人
<0731> 代理人

//<0732> 微妙すぎるイケメン
<0732> 微妙すぎるイケメン

//<0733> ロリコン
<0733> ロリコン

//<0734> メガネ仲間
<0734> メガネ仲間

//<0735> 暗算日本記録保持者
<0735> 暗算日本記録保持者

//<0736> 通り魔
<0736> 通り魔

//<0737> 記憶ナシ男
<0737> 記憶ナシ男

//<0738> 音速
<0738> 音速

//<0739> 無限
<0739> 無限

//<0740> エロ侍
<0740> エロ侍

//<0741> エロエロ団ナンバー１
<0741> エロエロ団ナンバー１

//<0742> ただのエロ少年
<0742> ただのエロ少年

//<0743> ユリブサイク
<0743> ユリブサイク

//<0744> ドピュッシー
<0744> ドピュッシー

//<0745> アメリカンエロドッグ
<0745> アメリカンエロドッグ

//<0746> ゼウス
<0746> ゼウス

//<0747> 日向markⅡ
<0747> 日向markⅡ

//<0748> 糞虫
<0748> 糞虫

//<0749> 量産型日向
<0749> 量産型日向

//<0750> ？？
<0750> ？？

//<0751> 「………」
<0751> 「………」

//<0752> nothing
<0752> nothing

//<0753> nothing
<0753> nothing

//<0754> nothing
<0754> nothing

//<0755> nothing
<0755> nothing

//<0756> nothing
<0756> nothing

//<0757> 天使
<0757> 天使

//<0758> かなで
<0758> かなで

//<0759> 女生徒
<0759> 女生徒

//<0760> ？？
<0760> ？？

//<0761> 「大丈夫よ、すぐ治るわ」
<0761> 「大丈夫よ、すぐ治るわ」

//<0762> 音無
<0762> 音無

//<0763> クソ坊主
<0763> クソ坊主

//<0764> 代理人
<0764> 代理人

//<0765> 微妙すぎるイケメン
<0765> 微妙すぎるイケメン

//<0766> ロリコン
<0766> ロリコン

//<0767> メガネ仲間
<0767> メガネ仲間

//<0768> 暗算日本記録保持者
<0768> 暗算日本記録保持者

//<0769> 通り魔
<0769> 通り魔

//<0770> 記憶ナシ男
<0770> 記憶ナシ男

//<0771> 音速
<0771> 音速

//<0772> 無限
<0772> 無限

//<0773> エロ侍
<0773> エロ侍

//<0774> エロエロ団ナンバー１
<0774> エロエロ団ナンバー１

//<0775> ただのエロ少年
<0775> ただのエロ少年

//<0776> ユリブサイク
<0776> ユリブサイク

//<0777> ドピュッシー
<0777> ドピュッシー

//<0778> アメリカンエロドッグ
<0778> アメリカンエロドッグ

//<0779> ゼウス
<0779> ゼウス

//<0780> 日向markⅡ
<0780> 日向markⅡ

//<0781> 糞虫
<0781> 糞虫

//<0782> 量産型日向
<0782> 量産型日向

//<0783> ？？
<0783> ？？

//<0784> 「わかったよ…でも、授業には出られない…」
<0784> 「わかったよ…でも、授業には出られない…」

//<0785> 戦線のメンバーとして、これだけは譲れない…。
<0785> 戦線のメンバーとして、これだけは譲れない…。

//<0786> nothing
<0786> nothing

//<0787> nothing
<0787> nothing

//<0788> nothing
<0788> nothing

//<0789> nothing
<0789> nothing

//<0790> nothing
<0790> nothing

//<0791> 天使
<0791> 天使

//<0792> かなで
<0792> かなで

//<0793> 女生徒
<0793> 女生徒

//<0794> ？？
<0794> ？？

//<0795> 「そう…」
<0795> 「そう…」

//<0796> 天使は少し悲しそうな顔をした。
<0796> 天使は少し悲しそうな顔をした。

//<0797> 俺は申し訳なく思いつつも、天使を残してこの場を立ち去った。
<0797> 俺は申し訳なく思いつつも、天使を残してこの場を立ち去った。

//<0798> nothing
<0798> nothing

//<0799> nothing
<0799> nothing

//<0800> nothing
<0800> nothing

//<0801> nothing
<0801> nothing

//<0802> nothing
<0802> nothing

//<0803> 天使は一気に距離を詰めてきて、俺は戦慄を覚える。
<0803> 天使は一気に距離を詰めてきて、俺は戦慄を覚える。

//<0804> nothing
<0804> nothing

//<0805> nothing
<0805> nothing

//<0806> nothing
<0806> nothing

//<0807> nothing
<0807> nothing

//<0808> nothing
<0808> nothing

//<0809> se_threaten
<0809> se_threaten

//<0810> 刃を喉元に当てられて、そこで止まった。
<0810> 刃を喉元に当てられて、そこで止まった。

//<0811> nothing
<0811> nothing

//<0812> nothing
<0812> nothing

//<0813> nothing
<0813> nothing

//<0814> nothing
<0814> nothing

//<0815> nothing
<0815> nothing

//<0816> 天使
<0816> 天使

//<0817> かなで
<0817> かなで

//<0818> 女生徒
<0818> 女生徒

//<0819> ？？
<0819> ？？

//<0820> 「授業を受けて」
<0820> 「授業を受けて」

//<0821> また死ぬ痛みを覚えるのは嫌だ…。
<0821> また死ぬ痛みを覚えるのは嫌だ…。

//<0822> 音無
<0822> 音無

//<0823> クソ坊主
<0823> クソ坊主

//<0824> 代理人
<0824> 代理人

//<0825> 微妙すぎるイケメン
<0825> 微妙すぎるイケメン

//<0826> ロリコン
<0826> ロリコン

//<0827> メガネ仲間
<0827> メガネ仲間

//<0828> 暗算日本記録保持者
<0828> 暗算日本記録保持者

//<0829> 通り魔
<0829> 通り魔

//<0830> 記憶ナシ男
<0830> 記憶ナシ男

//<0831> 音速
<0831> 音速

//<0832> 無限
<0832> 無限

//<0833> エロ侍
<0833> エロ侍

//<0834> エロエロ団ナンバー１
<0834> エロエロ団ナンバー１

//<0835> ただのエロ少年
<0835> ただのエロ少年

//<0836> ユリブサイク
<0836> ユリブサイク

//<0837> ドピュッシー
<0837> ドピュッシー

//<0838> アメリカンエロドッグ
<0838> アメリカンエロドッグ

//<0839> ゼウス
<0839> ゼウス

//<0840> 日向markⅡ
<0840> 日向markⅡ

//<0841> 糞虫
<0841> 糞虫

//<0842> 量産型日向
<0842> 量産型日向

//<0843> ？？
<0843> ？？

//<0844> 「わかった…」
<0844> 「わかった…」

//<0845> nothing
<0845> nothing

//<0846> nothing
<0846> nothing

//<0847> nothing
<0847> nothing

//<0848> nothing
<0848> nothing

//<0849> nothing
<0849> nothing

//<0850> nothing
<0850> nothing

//<0851> 俺がそう答えると、天使は喉元から刃を放してくれた。
<0851> 俺がそう答えると、天使は喉元から刃を放してくれた。

//<0852> 音無
<0852> 音無

//<0853> クソ坊主
<0853> クソ坊主

//<0854> 代理人
<0854> 代理人

//<0855> 微妙すぎるイケメン
<0855> 微妙すぎるイケメン

//<0856> ロリコン
<0856> ロリコン

//<0857> メガネ仲間
<0857> メガネ仲間

//<0858> 暗算日本記録保持者
<0858> 暗算日本記録保持者

//<0859> 通り魔
<0859> 通り魔

//<0860> 記憶ナシ男
<0860> 記憶ナシ男

//<0861> 音速
<0861> 音速

//<0862> 無限
<0862> 無限

//<0863> エロ侍
<0863> エロ侍

//<0864> エロエロ団ナンバー１
<0864> エロエロ団ナンバー１

//<0865> ただのエロ少年
<0865> ただのエロ少年

//<0866> ユリブサイク
<0866> ユリブサイク

//<0867> ドピュッシー
<0867> ドピュッシー

//<0868> アメリカンエロドッグ
<0868> アメリカンエロドッグ

//<0869> ゼウス
<0869> ゼウス

//<0870> 日向markⅡ
<0870> 日向markⅡ

//<0871> 糞虫
<0871> 糞虫

//<0872> 量産型日向
<0872> 量産型日向

//<0873> ？？
<0873> ？？

//<0874> （今だ！）
<0874> （今だ！）

//<0875> 俺は何も言わず、体を反転させ、全力で走り天使から逃げた。
<0875> 俺は何も言わず、体を反転させ、全力で走り天使から逃げた。

//<0876> nothing
<0876> nothing

//<0877> nothing
<0877> nothing

//<0878> nothing
<0878> nothing

//<0879> nothing
<0879> nothing

//<0880> nothing
<0880> nothing

//<0881> se_threaten
<0881> se_threaten

//<0882> またも刃を喉元に向けられる。
<0882> またも刃を喉元に向けられる。

//<0883> nothing
<0883> nothing

//<0884> nothing
<0884> nothing

//<0885> nothing
<0885> nothing

//<0886> nothing
<0886> nothing

//<0887> nothing
<0887> nothing

//<0888> 天使
<0888> 天使

//<0889> かなで
<0889> かなで

//<0890> 女生徒
<0890> 女生徒

//<0891> ？？
<0891> ？？

//<0892> 「授業を受けて」
<0892> 「授業を受けて」

//<0893> 音無
<0893> 音無

//<0894> クソ坊主
<0894> クソ坊主

//<0895> 代理人
<0895> 代理人

//<0896> 微妙すぎるイケメン
<0896> 微妙すぎるイケメン

//<0897> ロリコン
<0897> ロリコン

//<0898> メガネ仲間
<0898> メガネ仲間

//<0899> 暗算日本記録保持者
<0899> 暗算日本記録保持者

//<0900> 通り魔
<0900> 通り魔

//<0901> 記憶ナシ男
<0901> 記憶ナシ男

//<0902> 音速
<0902> 音速

//<0903> 無限
<0903> 無限

//<0904> エロ侍
<0904> エロ侍

//<0905> エロエロ団ナンバー１
<0905> エロエロ団ナンバー１

//<0906> ただのエロ少年
<0906> ただのエロ少年

//<0907> ユリブサイク
<0907> ユリブサイク

//<0908> ドピュッシー
<0908> ドピュッシー

//<0909> アメリカンエロドッグ
<0909> アメリカンエロドッグ

//<0910> ゼウス
<0910> ゼウス

//<0911> 日向markⅡ
<0911> 日向markⅡ

//<0912> 糞虫
<0912> 糞虫

//<0913> 量産型日向
<0913> 量産型日向

//<0914> ？？
<0914> ？？

//<0915> 「わかった…」
<0915> 「わかった…」

//<0916> nothing
<0916> nothing

//<0917> nothing
<0917> nothing

//<0918> nothing
<0918> nothing

//<0919> nothing
<0919> nothing

//<0920> nothing
<0920> nothing

//<0921> nothing
<0921> nothing

//<0922> 俺がそう答えると、天使は喉元から刃を放してくれた。
<0922> 俺がそう答えると、天使は喉元から刃を放してくれた。

//<0923> 音無
<0923> 音無

//<0924> クソ坊主
<0924> クソ坊主

//<0925> 代理人
<0925> 代理人

//<0926> 微妙すぎるイケメン
<0926> 微妙すぎるイケメン

//<0927> ロリコン
<0927> ロリコン

//<0928> メガネ仲間
<0928> メガネ仲間

//<0929> 暗算日本記録保持者
<0929> 暗算日本記録保持者

//<0930> 通り魔
<0930> 通り魔

//<0931> 記憶ナシ男
<0931> 記憶ナシ男

//<0932> 音速
<0932> 音速

//<0933> 無限
<0933> 無限

//<0934> エロ侍
<0934> エロ侍

//<0935> エロエロ団ナンバー１
<0935> エロエロ団ナンバー１

//<0936> ただのエロ少年
<0936> ただのエロ少年

//<0937> ユリブサイク
<0937> ユリブサイク

//<0938> ドピュッシー
<0938> ドピュッシー

//<0939> アメリカンエロドッグ
<0939> アメリカンエロドッグ

//<0940> ゼウス
<0940> ゼウス

//<0941> 日向markⅡ
<0941> 日向markⅡ

//<0942> 糞虫
<0942> 糞虫

//<0943> 量産型日向
<0943> 量産型日向

//<0944> ？？
<0944> ？？

//<0945> （今だ！）
<0945> （今だ！）

//<0946> 俺は何も言わず、体を反転させ、全力で走り天使から逃げた。
<0946> 俺は何も言わず、体を反転させ、全力で走り天使から逃げた。

//<0947> nothing
<0947> nothing

//<0948> nothing
<0948> nothing

//<0949> nothing
<0949> nothing

//<0950> nothing
<0950> nothing

//<0951> nothing
<0951> nothing

//<0952> 天使は静かに俺の目を見つめてくる。
<0952> 天使は静かに俺の目を見つめてくる。

//<0953> 音無
<0953> 音無

//<0954> クソ坊主
<0954> クソ坊主

//<0955> 代理人
<0955> 代理人

//<0956> 微妙すぎるイケメン
<0956> 微妙すぎるイケメン

//<0957> ロリコン
<0957> ロリコン

//<0958> メガネ仲間
<0958> メガネ仲間

//<0959> 暗算日本記録保持者
<0959> 暗算日本記録保持者

//<0960> 通り魔
<0960> 通り魔

//<0961> 記憶ナシ男
<0961> 記憶ナシ男

//<0962> 音速
<0962> 音速

//<0963> 無限
<0963> 無限

//<0964> エロ侍
<0964> エロ侍

//<0965> エロエロ団ナンバー１
<0965> エロエロ団ナンバー１

//<0966> ただのエロ少年
<0966> ただのエロ少年

//<0967> ユリブサイク
<0967> ユリブサイク

//<0968> ドピュッシー
<0968> ドピュッシー

//<0969> アメリカンエロドッグ
<0969> アメリカンエロドッグ

//<0970> ゼウス
<0970> ゼウス

//<0971> 日向markⅡ
<0971> 日向markⅡ

//<0972> 糞虫
<0972> 糞虫

//<0973> 量産型日向
<0973> 量産型日向

//<0974> ？？
<0974> ？？

//<0975> 「わかったよ…授業を受ければいいんだろ」
<0975> 「わかったよ…授業を受ければいいんだろ」

//<0976> nothing
<0976> nothing

//<0977> nothing
<0977> nothing

//<0978> nothing
<0978> nothing

//<0979> nothing
<0979> nothing

//<0980> nothing
<0980> nothing

//<0981> 天使
<0981> 天使

//<0982> かなで
<0982> かなで

//<0983> 女生徒
<0983> 女生徒

//<0984> ？？
<0984> ？？

//<0985> 「その通りよ」
<0985> 「その通りよ」

//<0986> nothing
<0986> nothing

//<0987> nothing
<0987> nothing

//<0988> nothing
<0988> nothing

//<0989> nothing
<0989> nothing

//<0990> nothing
<0990> nothing

//<0991> nothing
<0991> nothing

//<0992> 天使に従うように、教室に向かって歩き始める。
<0992> 天使に従うように、教室に向かって歩き始める。

//<0993> 音無
<0993> 音無

//<0994> クソ坊主
<0994> クソ坊主

//<0995> 代理人
<0995> 代理人

//<0996> 微妙すぎるイケメン
<0996> 微妙すぎるイケメン

//<0997> ロリコン
<0997> ロリコン

//<0998> メガネ仲間
<0998> メガネ仲間

//<0999> 暗算日本記録保持者
<0999> 暗算日本記録保持者

//<1000> 通り魔
<1000> 通り魔

//<1001> 記憶ナシ男
<1001> 記憶ナシ男

//<1002> 音速
<1002> 音速

//<1003> 無限
<1003> 無限

//<1004> エロ侍
<1004> エロ侍

//<1005> エロエロ団ナンバー１
<1005> エロエロ団ナンバー１

//<1006> ただのエロ少年
<1006> ただのエロ少年

//<1007> ユリブサイク
<1007> ユリブサイク

//<1008> ドピュッシー
<1008> ドピュッシー

//<1009> アメリカンエロドッグ
<1009> アメリカンエロドッグ

//<1010> ゼウス
<1010> ゼウス

//<1011> 日向markⅡ
<1011> 日向markⅡ

//<1012> 糞虫
<1012> 糞虫

//<1013> 量産型日向
<1013> 量産型日向

//<1014> ？？
<1014> ？？

//<1015> （今だ！）
<1015> （今だ！）

//<1016> 扉の前を素通りして、全力で走り天使から逃げた。
<1016> 扉の前を素通りして、全力で走り天使から逃げた。

//<1017> nothing
<1017> nothing

//<1018> nothing
<1018> nothing

//<1019> nothing
<1019> nothing

//<1020> nothing
<1020> nothing

//<1021> nothing
<1021> nothing

//<1022> 天使は一定の距離を保ったまま、プレッシャーをかけてくる。
<1022> 天使は一定の距離を保ったまま、プレッシャーをかけてくる。

//<1023> …今まではうまく逃げられたけど、今回は難しそうだ。
<1023> …今まではうまく逃げられたけど、今回は難しそうだ。

//<1024> どうにかして、天使の注意をそらさないと…。
<1024> どうにかして、天使の注意をそらさないと…。

//<1025> あっ！　ＵＦＯ！
<1025> あっ！　ＵＦＯ！

//<1026> あっ！　麻婆！
<1026> あっ！　麻婆！

//<1027> selbtn : 
<1027> selbtn : 

//<1028> 天使の後ろを指差し大声を上げる。
<1028> 天使の後ろを指差し大声を上げる。

//<1029> 音無
<1029> 音無

//<1030> クソ坊主
<1030> クソ坊主

//<1031> 代理人
<1031> 代理人

//<1032> 微妙すぎるイケメン
<1032> 微妙すぎるイケメン

//<1033> ロリコン
<1033> ロリコン

//<1034> メガネ仲間
<1034> メガネ仲間

//<1035> 暗算日本記録保持者
<1035> 暗算日本記録保持者

//<1036> 通り魔
<1036> 通り魔

//<1037> 記憶ナシ男
<1037> 記憶ナシ男

//<1038> 音速
<1038> 音速

//<1039> 無限
<1039> 無限

//<1040> エロ侍
<1040> エロ侍

//<1041> エロエロ団ナンバー１
<1041> エロエロ団ナンバー１

//<1042> ただのエロ少年
<1042> ただのエロ少年

//<1043> ユリブサイク
<1043> ユリブサイク

//<1044> ドピュッシー
<1044> ドピュッシー

//<1045> アメリカンエロドッグ
<1045> アメリカンエロドッグ

//<1046> ゼウス
<1046> ゼウス

//<1047> 日向markⅡ
<1047> 日向markⅡ

//<1048> 糞虫
<1048> 糞虫

//<1049> 量産型日向
<1049> 量産型日向

//<1050> ？？
<1050> ？？

//<1051> 「あっ！　麻婆！」
<1051> 「あっ！　麻婆！」

//<1052> しまったーー！　ＵＦＯと麻婆を言い間違えた！
<1052> しまったーー！　ＵＦＯと麻婆を言い間違えた！

//<1053> nothing
<1053> nothing

//<1054> nothing
<1054> nothing

//<1055> nothing
<1055> nothing

//<1056> nothing
<1056> nothing

//<1057> nothing
<1057> nothing

//<1058> 天使
<1058> 天使

//<1059> かなで
<1059> かなで

//<1060> 女生徒
<1060> 女生徒

//<1061> ？？
<1061> ？？

//<1062> 「……っ！」
<1062> 「……っ！」

//<1063> でも、なぜか凄い勢いで反応して、後ろを振り返る。
<1063> でも、なぜか凄い勢いで反応して、後ろを振り返る。

//<1064> nothing
<1064> nothing

//<1065> nothing
<1065> nothing

//<1066> nothing
<1066> nothing

//<1067> nothing
<1067> nothing

//<1068> nothing
<1068> nothing

//<1069> 天使
<1069> 天使

//<1070> かなで
<1070> かなで

//<1071> 女生徒
<1071> 女生徒

//<1072> ？？
<1072> ？？

//<1073> 「……っ！」
<1073> 「……っ！」

//<1074> なぜか凄い勢いで反応して、後ろを振り返る。
<1074> なぜか凄い勢いで反応して、後ろを振り返る。

//<1075> よくわからないけど、チャンスだ。
<1075> よくわからないけど、チャンスだ。

//<1076> 俺は体を反転させ、全力で走ってこの場を去った。
<1076> 俺は体を反転させ、全力で走ってこの場を去った。

//<1077> dummy
<1077> dummy

//<1078> bg_kuro
<1078> bg_kuro

//<1079> ep03_bg013
<1079> ep03_bg013

//<1080> m204
<1080> m204

//<1081> kn0901
<1081> kn0901

//<1082> kn0901
<1082> kn0901

//<1083> kn0901_05
<1083> kn0901_05

//<1084> sys_bk_selline00
<1084> sys_bk_selline00

//<1085> bg_kuro
<1085> bg_kuro

//<1086> m114
<1086> m114

//<1087> ep88_bg002
<1087> ep88_bg002

//<1088> yr0109
<1088> yr0109

//<1089> bg_kuro
