// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> nothing
//<0557> nothing
<0557> nothing

//<0558> nothing
<0558> nothing

//<0559> nothing
<0559> nothing

//<0560> 関根
<0560> 関根

//<0561> 「はい～」
<0561> 「はい～」

//<0562> nothing
<0562> nothing

//<0563> nothing
<0563> nothing

//<0564> nothing
<0564> nothing

//<0565> nothing
<0565> nothing

//<0566> nothing
<0566> nothing

//<0567> nothing
<0567> nothing

//<0568> 四人が立ち去ると、後には嵐が過ぎ去った静けさだけが残った。
<0568> 四人が立ち去ると、後には嵐が過ぎ去った静けさだけが残った。

//<0569> ほんと、あいつは何やってんだ…？
<0569> ほんと、あいつは何やってんだ…？

//<0570> dummy
<0570> dummy

//<0571> bg_kuro
<0571> bg_kuro

//<0572> ep99_bg011
<0572> ep99_bg011

//<0573> m118
<0573> m118

//<0574> bs3_sk0106
<0574> bs3_sk0106

//<0575> bs3_sk0106
<0575> bs3_sk0106

//<0576> bs3_sk0106
<0576> bs3_sk0106

//<0577> bs3_sk0106
<0577> bs3_sk0106

//<0578> bs3_sk0106
<0578> bs3_sk0106

//<0579> bs3_sk0106
<0579> bs3_sk0106

//<0580> bs3_ir0103
<0580> bs3_ir0103

//<0581> bs3_ir0103
<0581> bs3_ir0103

//<0582> bs3_ir0103
<0582> bs3_ir0103

//<0583> bs3_ir0103
<0583> bs3_ir0103

//<0584> bs3_ir0103
<0584> bs3_ir0103

//<0585> bs3_ir0103
<0585> bs3_ir0103

//<0586> bs2_sk0106
<0586> bs2_sk0106

//<0587> bs2_ir0103
<0587> bs2_ir0103

//<0588> sk050809d0
<0588> sk050809d0

//<0589> ir010410d0
<0589> ir010410d0

//<0590> ir0104_05
<0590> ir0104_05

//<0591> sk0509_1504b0
<0591> sk0509_1504b0

//<0592> ir01041300
<0592> ir01041300

//<0593> ir01041300
<0593> ir01041300

//<0594> ir0106_040200
<0594> ir0106_040200

//<0595> sk050700d0
<0595> sk050700d0

//<0596> sk0316_06
<0596> sk0316_06

//<0597> ir0103
<0597> ir0103

//<0598> yi0109
<0598> yi0109

//<0599> sk051400a0
<0599> sk051400a0

//<0600> sk0401_10
<0600> sk0401_10

//<0601> sk0415_06
<0601> sk0415_06

//<0602> bs3_sk0506_0721a0
<0602> bs3_sk0506_0721a0

//<0603> sk0108
<0603> sk0108

//<0604> bs3_ir0105_02
<0604> bs3_ir0105_02

//<0605> m121
<0605> m121
{9872} 0a // 0605

//<0606> ep99_bg011
<0606> ep99_bg011

//<0607> bs3_hs0102_05
<0607> bs3_hs0102_05

//<0608> ep99_bg011
<0608> ep99_bg011

//<0609> bs2_hs0102_05
<0609> bs2_hs0102_05

//<0610> sk0107
<0610> sk0107

//<0611> ir0102
<0611> ir0102

//<0612> hs0110
<0612> hs0110

//<0613> sk020700c0
<0613> sk020700c0

//<0614> sk020700c0
<0614> sk020700c0

//<0615> hs
<0615> hs

//<0616> ir01021200
<0616> ir01021200

//<0617> sk0506_07
<0617> sk0506_07

//<0618> ir0102
<0618> ir0102

//<0619> sk0203
<0619> sk0203

//<0620> sk0506_0700l0
<0620> sk0506_0700l0

//<0621> ir0101_04
<0621> ir0101_04

//<0622> sk051209d0
<0622> sk051209d0

//<0623> hs0106
<0623> hs0106

//<0624> hs0110
<0624> hs0110

//<0625> hs0107_06
<0625> hs0107_06

//<0626> hs0106_10
<0626> hs0106_10

//<0627> hs0102_07
<0627> hs0102_07

//<0628> hs01022100
<0628> hs01022100

//<0629> sk050700c0
<0629> sk050700c0

//<0630> sk050700c0
<0630> sk050700c0

//<0631> sk050700c0
<0631> sk050700c0

//<0632> ir01021200
<0632> ir01021200

//<0633> sk050900a0
<0633> sk050900a0

//<0634> ir01041300
<0634> ir01041300

//<0635> bs1_hs010400a0
<0635> bs1_hs010400a0

//<0636> bs1_hs0106_10
<0636> bs1_hs0106_10

//<0637> bs1_hs0106_10
<0637> bs1_hs0106_10

//<0638> bs1_hs0106_10
<0638> bs1_hs0106_10

//<0639> bs1_hs0106_10
<0639> bs1_hs0106_10

//<0640> bs1_hs0106_10
<0640> bs1_hs0106_10

//<0641> bs1_hs0106_10
<0641> bs1_hs0106_10

//<0642> bs1_yi010900u1
<0642> bs1_yi010900u1

//<0643> bs1_yi010900u1
<0643> bs1_yi010900u1

//<0644> bs1_yi010900u1
<0644> bs1_yi010900u1

//<0645> bs1_yi010900u1
<0645> bs1_yi010900u1

//<0646> bs1_yi010900u1
<0646> bs1_yi010900u1

//<0647> bs1_yi010900u1
<0647> bs1_yi010900u1

//<0648> bs2_yi011015p0
<0648> bs2_yi011015p0

//<0649> hs0106
<0649> hs0106

//<0650> sk0109
<0650> sk0109

//<0651> ir0101_02
<0651> ir0101_02

//<0652> sk050809e0
<0652> sk050809e0

//<0653> bg_kuro
<0653> bg_kuro

