// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 音無
<0536> メガネ仲間

//<0537> 暗算日本記録保持者
<0537> 暗算日本記録保持者

//<0538> 通り魔
<0538> 通り魔

//<0539> 記憶ナシ男
<0539> 記憶ナシ男

//<0540> 音速
<0540> 音速

//<0541> 無限
<0541> 無限

//<0542> エロ侍
<0542> エロ侍

//<0543> エロエロ団ナンバー１
<0543> エロエロ団ナンバー１

//<0544> ただのエロ少年
<0544> ただのエロ少年

//<0545> ユリブサイク
<0545> ユリブサイク

//<0546> ドピュッシー
<0546> ドピュッシー

//<0547> アメリカンエロドッグ
<0547> アメリカンエロドッグ

//<0548> ゼウス
<0548> ゼウス

//<0549> 日向markⅡ
<0549> 日向markⅡ

//<0550> 糞虫
<0550> 糞虫

//<0551> 量産型日向
<0551> 量産型日向

//<0552> ？？
<0552> ？？

//<0553> 「悪い、邪魔した…」
<0553> 「悪い、邪魔した…」

//<0554> nothing
<0554> nothing

//<0555> nothing
<0555> nothing

//<0556> nothing
<0556> nothing

//<0557> nothing
<0557> nothing

//<0558> nothing
<0558> nothing

//<0559> nothing
<0559> nothing

//<0560> 大人しく立ち去ることにした。
<0560> 大人しく立ち去ることにした。

//<0561> 音無
<0561> 音無

//<0562> クソ坊主
<0562> クソ坊主

//<0563> 代理人
<0563> 代理人

//<0564> 微妙すぎるイケメン
<0564> 微妙すぎるイケメン

//<0565> ロリコン
<0565> ロリコン

//<0566> メガネ仲間
<0566> メガネ仲間

//<0567> 暗算日本記録保持者
<0567> 暗算日本記録保持者

//<0568> 通り魔
<0568> 通り魔

//<0569> 記憶ナシ男
<0569> 記憶ナシ男

//<0570> 音速
<0570> 音速

//<0571> 無限
<0571> 無限

//<0572> エロ侍
<0572> エロ侍

//<0573> エロエロ団ナンバー１
<0573> エロエロ団ナンバー１

//<0574> ただのエロ少年
<0574> ただのエロ少年

//<0575> ユリブサイク
<0575> ユリブサイク

//<0576> ドピュッシー
<0576> ドピュッシー

//<0577> アメリカンエロドッグ
<0577> アメリカンエロドッグ

//<0578> ゼウス
<0578> ゼウス

//<0579> 日向markⅡ
<0579> 日向markⅡ

//<0580> 糞虫
<0580> 糞虫

//<0581> 量産型日向
<0581> 量産型日向

//<0582> ？？
<0582> ？？

//<0583> 「カミモホトケモテンシモナシ」
<0583> 「カミモホトケモテンシモナシ」

//<0584> se_key_open
<0584> se_key_open

//<0585> がちゃり、と解錠される音を確認して、中に入る。
<0585> がちゃり、と解錠される音を確認して、中に入る。

//<0586> 音無
<0586> 音無

//<0587> クソ坊主
<0587> クソ坊主

//<0588> 代理人
<0588> 代理人

//<0589> 微妙すぎるイケメン
<0589> 微妙すぎるイケメン

//<0590> ロリコン
<0590> ロリコン

//<0591> メガネ仲間
<0591> メガネ仲間

//<0592> 暗算日本記録保持者
<0592> 暗算日本記録保持者

//<0593> 通り魔
<0593> 通り魔

//<0594> 記憶ナシ男
<0594> 記憶ナシ男

//<0595> 音速
<0595> 音速

//<0596> 無限
<0596> 無限

//<0597> エロ侍
<0597> エロ侍

//<0598> エロエロ団ナンバー１
<0598> エロエロ団ナンバー１

//<0599> ただのエロ少年
<0599> ただのエロ少年

//<0600> ユリブサイク
<0600> ユリブサイク

//<0601> ドピュッシー
<0601> ドピュッシー

//<0602> アメリカンエロドッグ
<0602> アメリカンエロドッグ

//<0603> ゼウス
<0603> ゼウス

//<0604> 日向markⅡ
<0604> 日向markⅡ

//<0605> 糞虫
<0605> 糞虫

//<0606> 量産型日向
<0606> 量産型日向

//<0607> ？？
<0607> ？？

//<0608> 「…あれ？」
<0608> 「…あれ？」

//<0609> 誰もいない。
<0609> 誰もいない。

//<0610> ゆりと話をしようと思って来たけど、無駄足だったみたいだ。
<0610> ゆりと話をしようと思って来たけど、無駄足だったみたいだ。

//<0611> 音無
<0611> 音無

//<0612> クソ坊主
<0612> クソ坊主

//<0613> 代理人
<0613> 代理人

//<0614> 微妙すぎるイケメン
<0614> 微妙すぎるイケメン

//<0615> ロリコン
<0615> ロリコン

//<0616> メガネ仲間
<0616> メガネ仲間

//<0617> 暗算日本記録保持者
<0617> 暗算日本記録保持者

//<0618> 通り魔
<0618> 通り魔

//<0619> 記憶ナシ男
<0619> 記憶ナシ男

//<0620> 音速
<0620> 音速

//<0621> 無限
<0621> 無限

//<0622> エロ侍
<0622> エロ侍

//<0623> エロエロ団ナンバー１
<0623> エロエロ団ナンバー１

//<0624> ただのエロ少年
<0624> ただのエロ少年

//<0625> ユリブサイク
<0625> ユリブサイク

//<0626> ドピュッシー
<0626> ドピュッシー

//<0627> アメリカンエロドッグ
<0627> アメリカンエロドッグ

//<0628> ゼウス
<0628> ゼウス

//<0629> 日向markⅡ
<0629> 日向markⅡ

//<0630> 糞虫
<0630> 糞虫

//<0631> 量産型日向
<0631> 量産型日向

//<0632> ？？
<0632> ？？

//<0633> 「あいつは戦線のリーダーだし、色々とやることがあるんだろうな」
<0633> 「あいつは戦線のリーダーだし、色々とやることがあるんだろうな」

//<0634> 戻ってくるまで待ってもいいけど、今は特に話したい話題もない。
<0634> 戻ってくるまで待ってもいいけど、今は特に話したい話題もない。

//<0635> 無人の本部を後にした。
<0635> 無人の本部を後にした。

//<0636> dummy
<0636> dummy

//<0637> bg_kuro
<0637> bg_kuro

//<0638> ep01_bg043
<0638> ep01_bg043

//<0639> ep01_bg057
<0639> ep01_bg057

//<0640> yr0409
<0640> yr0409

//<0641> yr05060800
<0641> yr05060800

//<0642> yr0207_06
<0642> yr0207_06

//<0643> yr0405
<0643> yr0405

//<0644> yr0604
<0644> yr0604

//<0645> sys_bk_selline00
<0645> sys_bk_selline00

//<0646> bs3_yr0214
<0646> bs3_yr0214

//<0647> m118
<0647> m118

//<0648> yr0205_09
<0648> yr0205_09

//<0649> yr0205
<0649> yr0205

//<0650> bs2_yr010700a0
<0650> bs2_yr010700a0

//<0651> yr0114
<0651> yr0114

//<0652> yr0205
<0652> yr0205

//<0653> yr0205
<0653> yr0205

//<0654> sys_bk_selline00
<0654> sys_bk_selline00

//<0655> bs2_yr010700a0
<0655> bs2_yr010700a0

//<0656> yr0214
<0656> yr0214

//<0657> yr0205
<0657> yr0205

//<0658> yr0307
<0658> yr0307

//<0659> yr0307_06
<0659> yr0307_06

//<0660> bg_kuro
<0660> bg_kuro

//<0661> ep01_bg043
<0661> ep01_bg043

//<0662> bg_kuro
<0662> bg_kuro

//<0663> ep01_bg057
<0663> ep01_bg057

//<0664> ep01_bg057
<0664> ep01_bg057

//<0665> bg_kuro
<0665> bg_kuro

//<0666> bg_kuro
<0666> bg_kuro

