// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 音無

//<1146> nothing
<1146> nothing

//<1147> nothing
<1147> nothing

//<1148> nothing
<1148> nothing

//<1149> nothing
<1149> nothing

//<1150> nothing
<1150> nothing

//<1151> 男Ｅ
<1151> 男Ｅ

//<1152> 「無論、ありえます」
<1152> 「無論、ありえます」

//<1153> nothing
<1153> nothing

//<1154> nothing
<1154> nothing

//<1155> nothing
<1155> nothing

//<1156> nothing
<1156> nothing

//<1157> 男Ａ
<1157> 男Ａ

//<1158> 「ほら、とっととここから出ていけよ。天使のいいなりになっていい子になって無事成仏するんだろ」
<1158> 「ほら、とっととここから出ていけよ。天使のいいなりになっていい子になって無事成仏するんだろ」

//<1159> nothing
<1159> nothing

//<1160> nothing
<1160> nothing

//<1161> nothing
<1161> nothing

//<1162> nothing
<1162> nothing

//<1163> 男Ａ
<1163> 男Ａ

//<1164> 「で、アブラゼミになって、人間に食われでもすんだな。そいつは幸せな来世だ」
<1164> 「で、アブラゼミになって、人間に食われでもすんだな。そいつは幸せな来世だ」

//<1165> nothing
<1165> nothing

//<1166> nothing
<1166> nothing

//<1167> nothing
<1167> nothing

//<1168> 男Ｄ
<1168> 男Ｄ

//<1169> 「え？　アブラゼミって食べれるの？」
<1169> 「え？　アブラゼミって食べれるの？」

//<1170> nothing
<1170> nothing

//<1171> nothing
<1171> nothing

//<1172> nothing
<1172> nothing

//<1173> 男Ｅ
<1173> 男Ｅ

//<1174> 「テレビでやってたのを生前見ました。その場で炙って食べていました」
<1174> 「テレビでやってたのを生前見ました。その場で炙って食べていました」

//<1175> nothing
<1175> nothing

//<1176> nothing
<1176> nothing

//<1177> nothing
<1177> nothing

//<1178> 男Ｄ
<1178> 男Ｄ

//<1179> 「それって美味しいの！？」
<1179> 「それって美味しいの！？」

//<1180> nothing
<1180> nothing

//<1181> nothing
<1181> nothing

//<1182> nothing
<1182> nothing

//<1183> 男Ｅ
<1183> 男Ｅ

//<1184> 「ナッツのような味がするそうです」
<1184> 「ナッツのような味がするそうです」

//<1185> nothing
<1185> nothing

//<1186> nothing
<1186> nothing

//<1187> nothing
<1187> nothing

//<1188> 男Ａ
<1188> 男Ａ

//<1189> 「ナッツ！？」
<1189> 「ナッツ！？」

//<1190> nothing
<1190> nothing

//<1191> nothing
<1191> nothing

//<1192> 男Ｃ
<1192> 男Ｃ

//<1193> 「それはありかもしれん…」
<1193> 「それはありかもしれん…」

//<1194> nothing
<1194> nothing

//<1195> nothing
<1195> nothing

//<1196> 男Ａ
<1196> 男Ａ

//<1197> 「知らなかったぜ…」
<1197> 「知らなかったぜ…」

//<1198> se_shiina
<1198> se_shiina

//<1199> 女Ｂ
<1199> 女Ｂ

//<1200> 「あさはかなり…」
<1200> 「あさはかなり…」

//<1201> nothing
<1201> nothing

//<1202> nothing
<1202> nothing

//<1203> nothing
<1203> nothing

//<1204> nothing
<1204> nothing

//<1205> nothing
<1205> nothing

//<1206> ゆり
<1206> ゆり

//<1207> 女生徒
<1207> 女生徒

//<1208> ？？
<1208> ？？

//<1209> 「まあまあ、みんな。そんな可哀想に追い出すような真似はしないであげなさい。この我が…あーえーと、今なんだっけ？」
<1209> 「まあまあ、みんな。そんな可哀想に追い出すような真似はしないであげなさい。この我が…あーえーと、今なんだっけ？」

//<1210> nothing
<1210> nothing

//<1211> nothing
<1211> nothing

//<1212> nothing
<1212> nothing

//<1213> nothing
<1213> nothing

//<1214> 男Ａ
<1214> 男Ａ

//<1215> 「アブラゼミ戦線」
<1215> 「アブラゼミ戦線」

//<1216> nothing
<1216> nothing

//<1217> nothing
<1217> nothing

//<1218> nothing
<1218> nothing

//<1219> nothing
<1219> nothing

//<1220> ゆり
<1220> ゆり

//<1221> 女生徒
<1221> 女生徒

//<1222> ？？
<1222> ？？
{27a11} 33 // 1222

//<1223> 「この我がアブラゼミ戦線の…って、んなわけあるかい！！」
<1223> 「この我がアブラゼミ戦線の…って、んなわけあるかい！！」

//<1224> nothing
<1224> nothing

//<1225> nothing
<1225> nothing

//<1226> nothing
<1226> nothing

//<1227> nothing
<1227> nothing

//<1228> nothing
<1228> nothing

//<1229> 音無
<1229> 音無

//<1230> クソ坊主
<1230> クソ坊主

//<1231> 代理人
<1231> 代理人

//<1232> 微妙すぎるイケメン
<1232> 微妙すぎるイケメン

//<1233> ロリコン
<1233> ロリコン

//<1234> メガネ仲間
<1234> メガネ仲間

//<1235> 暗算日本記録保持者
<1235> 暗算日本記録保持者

//<1236> 通り魔
<1236> 通り魔

//<1237> 記憶ナシ男
<1237> 記憶ナシ男

//<1238> 音速
<1238> 音速

//<1239> 無限
<1239> 無限

//<1240> エロ侍
<1240> エロ侍

//<1241> エロエロ団ナンバー１
<1241> エロエロ団ナンバー１

//<1242> ただのエロ少年
<1242> ただのエロ少年

//<1243> ユリブサイク
<1243> ユリブサイク

//<1244> ドピュッシー
<1244> ドピュッシー

//<1245> アメリカンエロドッグ
<1245> アメリカンエロドッグ

//<1246> ゼウス
<1246> ゼウス

//<1247> 日向markⅡ
<1247> 日向markⅡ

//<1248> 糞虫
<1248> 糞虫

//<1249> 量産型日向
<1249> 量産型日向

//<1250> ？？
<1250> ？？

//<1251> 「ってことは、寄生虫とかもありえるのかよ！？」
<1251> 「ってことは、寄生虫とかもありえるのかよ！？」

//<1252> nothing
<1252> nothing

//<1253> nothing
<1253> nothing

//<1254> nothing
<1254> nothing

//<1255> nothing
<1255> nothing

//<1256> nothing
<1256> nothing

//<1257> 男Ｅ
<1257> 男Ｅ

//<1258> 「き…寄生虫…」
<1258> 「き…寄生虫…」

//<1259> nothing
<1259> nothing

//<1260> nothing
<1260> nothing

//<1261> nothing
<1261> nothing

//<1262> nothing
<1262> nothing

//<1263> nothing
<1263> nothing

//<1264> 眼鏡をかけた男が眉間に皺を寄せ、動揺を見せた。
<1264> 眼鏡をかけた男が眉間に皺を寄せ、動揺を見せた。

//<1265> nothing
<1265> nothing

//<1266> nothing
<1266> nothing

//<1267> nothing
<1267> nothing

//<1268> nothing
<1268> nothing

//<1269> nothing
<1269> nothing

//<1270> 男Ｅ
<1270> 男Ｅ

//<1271> 「ここからは、藤巻さんから、『ほら、とっととここから出ていけよ。天使のいいなりになっていい子になって無事成仏するんだろ』と続くのがこれまでのパターン…」
<1271> 「ここからは、藤巻さんから、『ほら、とっととここから出ていけよ。天使のいいなりになっていい子になって無事成仏するんだろ』と続くのがこれまでのパターン…」

//<1272> nothing
<1272> nothing

//<1273> nothing
<1273> nothing

//<1274> nothing
<1274> nothing

//<1275> nothing
<1275> nothing

//<1276> 男Ｄ
<1276> 男Ｄ

//<1277> 「寄生虫に食用のものはないの！？」
<1277> 「寄生虫に食用のものはないの！？」

//<1278> nothing
<1278> nothing

//<1279> nothing
<1279> nothing

//<1280> nothing
<1280> nothing

//<1281> nothing
<1281> nothing

//<1282> 男Ｅ
<1282> 男Ｅ

//<1283> 「私の知識では…むしろ、食べてはいけないものばかりです…」
<1283> 「私の知識では…むしろ、食べてはいけないものばかりです…」

//<1284> nothing
<1284> nothing

//<1285> nothing
<1285> nothing

//<1286> nothing
<1286> nothing

//<1287> 男Ａ
<1287> 男Ａ

//<1288> 「じゃあ、ここで口説き落とせないじゃねーかっ！！」
<1288> 「じゃあ、ここで口説き落とせないじゃねーかっ！！」

//<1289> nothing
<1289> nothing

//<1290> nothing
<1290> nothing

//<1291> nothing
<1291> nothing

//<1292> 男Ｄ
<1292> 男Ｄ

//<1293> 「そうだよっ、どうするの、高松くんっ！」
<1293> 「そうだよっ、どうするの、高松くんっ！」

//<1294> 眼鏡の男はなぜか俺のトリッキーな発言のせいで責め立てられている。
<1294> 眼鏡の男はなぜか俺のトリッキーな発言のせいで責め立てられている。

//<1295> nothing
<1295> nothing

//<1296> nothing
<1296> nothing

//<1297> nothing
<1297> nothing

//<1298> 男Ｅ
<1298> 男Ｅ

//<1299> 「あ！　思い出しました！」
<1299> 「あ！　思い出しました！」

//<1300> nothing
<1300> nothing

//<1301> nothing
<1301> nothing

//<1302> nothing
<1302> nothing

//<1303> 男Ｅ
<1303> 男Ｅ

//<1304> 「サナダムシなら、ダイエットのためにあえて、腸に住ませる例もあるとか！」
<1304> 「サナダムシなら、ダイエットのためにあえて、腸に住ませる例もあるとか！」

//<1305> nothing
<1305> nothing

//<1306> nothing
<1306> nothing

//<1307> nothing
<1307> nothing

//<1308> 男Ｄ
<1308> 男Ｄ

//<1309> 「ふぅ…よかった…」
<1309> 「ふぅ…よかった…」

//<1310> nothing
<1310> nothing

//<1311> nothing
<1311> nothing

//<1312> nothing
<1312> nothing

//<1313> 男Ａ
<1313> 男Ａ

//<1314> 「じゃあ、言うぜ…」
<1314> 「じゃあ、言うぜ…」

//<1315> nothing
<1315> nothing

//<1316> nothing
<1316> nothing

//<1317> nothing
<1317> nothing

//<1318> nothing
<1318> nothing

//<1319> nothing
<1319> nothing

//<1320> 男Ｅ
<1320> 男Ｅ

//<1321> 「はい。仕切り直しましょう！　お願いします、藤巻さん」
<1321> 「はい。仕切り直しましょう！　お願いします、藤巻さん」

//<1322> 男が俺に向き直る。
<1322> 男が俺に向き直る。

//<1323> nothing
<1323> nothing

//<1324> nothing
<1324> nothing

//<1325> nothing
<1325> nothing

//<1326> nothing
<1326> nothing

//<1327> 男Ａ
<1327> 男Ａ

//<1328> 「ほら、とっととここから出ていけよ。天使のいいなりになっていい子になって無事成仏するんだろ」
<1328> 「ほら、とっととここから出ていけよ。天使のいいなりになっていい子になって無事成仏するんだろ」

//<1329> nothing
<1329> nothing

//<1330> nothing
<1330> nothing

//<1331> nothing
<1331> nothing

//<1332> nothing
<1332> nothing

//<1333> 男Ａ
<1333> 男Ａ

//<1334> 「で、サナダムシになって、人間に食われでもすんだな。そいつは幸せな来世だ」
<1334> 「で、サナダムシになって、人間に食われでもすんだな。そいつは幸せな来世だ」

//<1335> nothing
<1335> nothing

//<1336> nothing
<1336> nothing

//<1337> nothing
<1337> nothing

//<1338> 男Ｄ
<1338> 男Ｄ

//<1339> 「え？　サナダムシって食べれるの？」
<1339> 「え？　サナダムシって食べれるの？」

//<1340> nothing
<1340> nothing

//<1341> nothing
<1341> nothing

//<1342> nothing
<1342> nothing

//<1343> 男Ｅ
<1343> 男Ｅ

//<1344> 「ダイエットのためにあえて、腸に住ませるケースもありえるのです」
<1344> 「ダイエットのためにあえて、腸に住ませるケースもありえるのです」

//<1345> nothing
<1345> nothing

//<1346> nothing
<1346> nothing

//<1347> nothing
<1347> nothing

//<1348> 男Ｄ
<1348> 男Ｄ

//<1349> 「それって美味しいの！？」
<1349> 「それって美味しいの！？」

//<1350> nothing
<1350> nothing

//<1351> nothing
<1351> nothing

//<1352> nothing
<1352> nothing

//<1353> 男Ｅ
<1353> 男Ｅ

//<1354> 「ダイエットのためなので、味は関係ありません」
<1354> 「ダイエットのためなので、味は関係ありません」

//<1355> nothing
<1355> nothing

//<1356> nothing
<1356> nothing

//<1357> nothing
<1357> nothing

//<1358> 男Ａ
<1358> 男Ａ

//<1359> 「だよな…」
<1359> 「だよな…」

//<1360> se_shiina
<1360> se_shiina

//<1361> 女Ｂ
<1361> 女Ｂ

//<1362> 「あさはかなり…」
<1362> 「あさはかなり…」

//<1363> nothing
<1363> nothing

//<1364> nothing
<1364> nothing

//<1365> nothing
<1365> nothing

//<1366> 男Ｅ
<1366> 男Ｅ

//<1367> 「よしっ」
<1367> 「よしっ」

//<1368> nothing
<1368> nothing

//<1369> nothing
<1369> nothing

//<1370> nothing
<1370> nothing

//<1371> 男Ａ
<1371> 男Ａ

//<1372> 「やったぜ…」
<1372> 「やったぜ…」

//<1373> この人たちは何に挑戦しているのだろう。
<1373> この人たちは何に挑戦しているのだろう。

//<1374> nothing
<1374> nothing

//<1375> nothing
<1375> nothing

//<1376> nothing
<1376> nothing

//<1377> nothing
<1377> nothing

//<1378> nothing
<1378> nothing

//<1379> ゆり
<1379> ゆり

//<1380> 女生徒
<1380> 女生徒

//<1381> ？？
<1381> ？？

//<1382> 「まあまあ、みんな。そんな可哀想に追い出すような真似はしないであげなさい。この我が…あーえーと、今なんだっけ？」
<1382> 「まあまあ、みんな。そんな可哀想に追い出すような真似はしないであげなさい。この我が…あーえーと、今なんだっけ？」

//<1383> nothing
<1383> nothing

//<1384> nothing
<1384> nothing

//<1385> nothing
<1385> nothing

//<1386> nothing
<1386> nothing

//<1387> 男Ａ
<1387> 男Ａ

//<1388> 「サナダムシ戦線」
<1388> 「サナダムシ戦線」

//<1389> nothing
<1389> nothing

//<1390> nothing
<1390> nothing

//<1391> nothing
<1391> nothing

//<1392> nothing
<1392> nothing

//<1393> ゆり
<1393> ゆり

//<1394> 女生徒
<1394> 女生徒

//<1395> ？？
<1395> ？？
{2fa80} 33 // 1395

//<1396> 「この我がサナダムシ戦線の…って、流れがグダグダ過ぎるだろっ！！」
<1396> 「この我がサナダムシ戦線の…って、流れがグダグダ過ぎるだろっ！！」

//<1397> nothing
<1397> nothing

//<1398> nothing
<1398> nothing

//<1399> nothing
<1399> nothing

//<1400> nothing
<1400> nothing

//<1401> nothing
<1401> nothing

//<1402> se_kick
<1402> se_kick

//<1403> nothing
<1403> nothing

//<1404> nothing
<1404> nothing

//<1405> nothing
<1405> nothing

//<1406> nothing
<1406> nothing

//<1407> ぼご！
<1407> ぼご！

//<1408> やさぐれた男は女生徒の蹴りで壁に叩きつけられた！
<1408> やさぐれた男は女生徒の蹴りで壁に叩きつけられた！

//<1409> nothing
<1409> nothing

//<1410> nothing
<1410> nothing

//<1411> nothing
<1411> nothing

//<1412> nothing
<1412> nothing

//<1413> nothing
<1413> nothing

//<1414> ゆり
<1414> ゆり

//<1415> 女生徒
<1415> 女生徒

//<1416> ？？
<1416> ？？

//<1417> 「元に戻す！　死んだ世界戦線よ！」
<1417> 「元に戻す！　死んだ世界戦線よ！」

//<1418> nothing
<1418> nothing

//<1419> nothing
<1419> nothing

//<1420> nothing
<1420> nothing

//<1421> nothing
<1421> nothing

//<1422> nothing
<1422> nothing

//<1423> ゆり
<1423> ゆり

//<1424> 女生徒
<1424> 女生徒

//<1425> ？？
<1425> ？？

//<1426> 「その死んだ世界戦線の本部に居る間は安全なのだから、彼もそれを知って逃げ込んできたんでしょう」
<1426> 「その死んだ世界戦線の本部に居る間は安全なのだから、彼もそれを知って逃げ込んできたんでしょう」

//<1427> 音無
<1427> 音無

//<1428> クソ坊主
<1428> クソ坊主

//<1429> 代理人
<1429> 代理人

//<1430> 微妙すぎるイケメン
<1430> 微妙すぎるイケメン

//<1431> ロリコン
<1431> ロリコン

//<1432> メガネ仲間
<1432> メガネ仲間

//<1433> 暗算日本記録保持者
<1433> 暗算日本記録保持者

//<1434> 通り魔
<1434> 通り魔

//<1435> 記憶ナシ男
<1435> 記憶ナシ男

//<1436> 音速
<1436> 音速

//<1437> 無限
<1437> 無限

//<1438> エロ侍
<1438> エロ侍

//<1439> エロエロ団ナンバー１
<1439> エロエロ団ナンバー１

//<1440> ただのエロ少年
<1440> ただのエロ少年

//<1441> ユリブサイク
<1441> ユリブサイク

//<1442> ドピュッシー
<1442> ドピュッシー

//<1443> アメリカンエロドッグ
<1443> アメリカンエロドッグ

//<1444> ゼウス
<1444> ゼウス

//<1445> 日向markⅡ
<1445> 日向markⅡ

//<1446> 糞虫
<1446> 糞虫

//<1447> 量産型日向
<1447> 量産型日向

//<1448> ？？
<1448> ？？

//<1449> 「いや知らないし、入ろうとした途端吹っ飛ばされたけどさ…そんな、もし来世があるとしても、人間じゃないかもしれないなんて冗談だろ？」
<1449> 「いや知らないし、入ろうとした途端吹っ飛ばされたけどさ…そんな、もし来世があるとしても、人間じゃないかもしれないなんて冗談だろ？」

//<1450> nothing
<1450> nothing

//<1451> nothing
<1451> nothing

//<1452> nothing
<1452> nothing

//<1453> nothing
<1453> nothing

//<1454> 男Ａ
<1454> 男Ａ

//<1455> 「冗談なものか」
<1455> 「冗談なものか」

//<1456> 音無
<1456> 音無

//<1457> クソ坊主
<1457> クソ坊主

//<1458> 代理人
<1458> 代理人

//<1459> 微妙すぎるイケメン
<1459> 微妙すぎるイケメン

//<1460> ロリコン
<1460> ロリコン

//<1461> メガネ仲間
<1461> メガネ仲間

//<1462> 暗算日本記録保持者
<1462> 暗算日本記録保持者

//<1463> 通り魔
<1463> 通り魔

//<1464> 記憶ナシ男
<1464> 記憶ナシ男

//<1465> 音速
<1465> 音速

//<1466> 無限
<1466> 無限

//<1467> エロ侍
<1467> エロ侍

//<1468> エロエロ団ナンバー１
<1468> エロエロ団ナンバー１

//<1469> ただのエロ少年
<1469> ただのエロ少年

//<1470> ユリブサイク
<1470> ユリブサイク

//<1471> ドピュッシー
<1471> ドピュッシー

//<1472> アメリカンエロドッグ
<1472> アメリカンエロドッグ

//<1473> ゼウス
<1473> ゼウス

//<1474> 日向markⅡ
<1474> 日向markⅡ

//<1475> 糞虫
<1475> 糞虫

//<1476> 量産型日向
<1476> 量産型日向

//<1477> ？？
<1477> ？？

//<1478> 「だって、確かめられないじゃないかっ！　誰か見てきたのかよ！？」
<1478> 「だって、確かめられないじゃないかっ！　誰か見てきたのかよ！？」

//<1479> nothing
<1479> nothing

//<1480> nothing
<1480> nothing

//<1481> nothing
<1481> nothing

//<1482> nothing
<1482> nothing

//<1483> ゆり
<1483> ゆり

//<1484> 女生徒
<1484> 女生徒

//<1485> ？？
<1485> ？？

//<1486> 「そりゃあ、確かめられないわよ。でも仏教では、人に生まれ変わるとは限らないと考えられてるわ」
<1486> 「そりゃあ、確かめられないわよ。でも仏教では、人に生まれ変わるとは限らないと考えられてるわ」

//<1487> nothing
<1487> nothing

//<1488> nothing
<1488> nothing

//<1489> nothing
<1489> nothing

//<1490> nothing
<1490> nothing

//<1491> 男Ａ
<1491> 男Ａ

//<1492> 「フジツボだってありえるってわけだ」
<1492> 「フジツボだってありえるってわけだ」

//<1493> 音無
<1493> 音無

//<1494> クソ坊主
<1494> クソ坊主

//<1495> 代理人
<1495> 代理人

//<1496> 微妙すぎるイケメン
<1496> 微妙すぎるイケメン

//<1497> ロリコン
<1497> ロリコン

//<1498> メガネ仲間
<1498> メガネ仲間

//<1499> 暗算日本記録保持者
<1499> 暗算日本記録保持者

//<1500> 通り魔
<1500> 通り魔

//<1501> 記憶ナシ男
<1501> 記憶ナシ男

//<1502> 音速
<1502> 音速

//<1503> 無限
<1503> 無限

//<1504> エロ侍
<1504> エロ侍

//<1505> エロエロ団ナンバー１
<1505> エロエロ団ナンバー１

//<1506> ただのエロ少年
<1506> ただのエロ少年

//<1507> ユリブサイク
<1507> ユリブサイク

//<1508> ドピュッシー
<1508> ドピュッシー

//<1509> アメリカンエロドッグ
<1509> アメリカンエロドッグ

//<1510> ゼウス
<1510> ゼウス

//<1511> 日向markⅡ
<1511> 日向markⅡ

//<1512> 糞虫
<1512> 糞虫

//<1513> 量産型日向
<1513> 量産型日向

//<1514> ？？
<1514> ？？

//<1515> 「そんな…フジツボだなんて…」
<1515> 「そんな…フジツボだなんて…」

//<1516> 男Ａ
<1516> 男Ａ

//<1517> 「アブラゼミだってありえるってわけだ」
<1517> 「アブラゼミだってありえるってわけだ」

//<1518> 音無
<1518> 音無

//<1519> クソ坊主
<1519> クソ坊主

//<1520> 代理人
<1520> 代理人

//<1521> 微妙すぎるイケメン
<1521> 微妙すぎるイケメン

//<1522> ロリコン
<1522> ロリコン

//<1523> メガネ仲間
<1523> メガネ仲間

//<1524> 暗算日本記録保持者
<1524> 暗算日本記録保持者

//<1525> 通り魔
<1525> 通り魔

//<1526> 記憶ナシ男
<1526> 記憶ナシ男

//<1527> 音速
<1527> 音速

//<1528> 無限
<1528> 無限

//<1529> エロ侍
<1529> エロ侍

//<1530> エロエロ団ナンバー１
<1530> エロエロ団ナンバー１

//<1531> ただのエロ少年
<1531> ただのエロ少年

//<1532> ユリブサイク
<1532> ユリブサイク

//<1533> ドピュッシー
<1533> ドピュッシー

//<1534> アメリカンエロドッグ
<1534> アメリカンエロドッグ

//<1535> ゼウス
<1535> ゼウス

//<1536> 日向markⅡ
<1536> 日向markⅡ

//<1537> 糞虫
<1537> 糞虫

//<1538> 量産型日向
<1538> 量産型日向

//<1539> ？？
<1539> ？？

//<1540> 「そんな…アブラゼミだなんて…」
<1540> 「そんな…アブラゼミだなんて…」

//<1541> 男Ａ
<1541> 男Ａ

//<1542> 「サナダムシだってありえるってわけだ」
<1542> 「サナダムシだってありえるってわけだ」

//<1543> nothing
<1543> nothing

//<1544> nothing
<1544> nothing

//<1545> nothing
<1545> nothing

//<1546> nothing
<1546> nothing

//<1547> ゆり
<1547> ゆり

//<1548> 女生徒
<1548> 女生徒

//<1549> ？？
<1549> ？？

//<1550> 「これ以上、気色悪いこと言うなぁぁーーー！！」
<1550> 「これ以上、気色悪いこと言うなぁぁーーー！！」

//<1551> se_kick
<1551> se_kick

//<1552> nothing
<1552> nothing

//<1553> nothing
<1553> nothing

//<1554> nothing
<1554> nothing

//<1555> nothing
<1555> nothing

//<1556> nothing
<1556> nothing

//<1557> ぼご！
<1557> ぼご！

//<1558> 再び、やさぐれた男は女生徒の蹴りで壁に叩きつけられた！
<1558> 再び、やさぐれた男は女生徒の蹴りで壁に叩きつけられた！

//<1559> nothing
<1559> nothing

//<1560> nothing
<1560> nothing

//<1561> nothing
<1561> nothing

//<1562> nothing
<1562> nothing

//<1563> nothing
<1563> nothing

//<1564> ゆり
<1564> ゆり

//<1565> 女生徒
<1565> 女生徒

//<1566> ？？
<1566> ？？

//<1567> 「まあ、宗教なんて人間の考えたものなんだけど」
<1567> 「まあ、宗教なんて人間の考えたものなんだけど」

//<1568> nothing
<1568> nothing

//<1569> nothing
<1569> nothing

//<1570> nothing
<1570> nothing

//<1571> nothing
<1571> nothing

//<1572> nothing
<1572> nothing

//<1573> ゆり
<1573> ゆり

//<1574> 女生徒
<1574> 女生徒

//<1575> ？？
<1575> ？？

//<1576> 「でもね、よく聞きなさい。ここが大事よ」
<1576> 「でもね、よく聞きなさい。ここが大事よ」

//<1577> bs2_
<1577> bs2_

//<1578> nothing
<1578> nothing

//<1579> nothing
<1579> nothing

//<1580> nothing
<1580> nothing

//<1581> nothing
<1581> nothing

//<1582> nothing
<1582> nothing

//<1583> ゆり
<1583> ゆり

//<1584> 女生徒
<1584> 女生徒

//<1585> ？？
<1585> ？？

//<1586> 「あたしたちがかつて生きていた世界では、人の死は無差別に無作為に訪れるものだから、抗いようもなかった」
<1586> 「あたしたちがかつて生きていた世界では、人の死は無差別に無作為に訪れるものだから、抗いようもなかった」

//<1587> nothing
<1587> nothing

//<1588> nothing
<1588> nothing

//<1589> nothing
<1589> nothing

//<1590> nothing
<1590> nothing

//<1591> nothing
<1591> nothing

//<1592> ゆり
<1592> ゆり

//<1593> 女生徒
<1593> 女生徒

//<1594> ？？
<1594> ？？

//<1595> 「でも、この世界は違う…」
<1595> 「でも、この世界は違う…」

//<1596> nothing
<1596> nothing

//<1597> nothing
<1597> nothing

//<1598> nothing
<1598> nothing

//<1599> nothing
<1599> nothing

//<1600> nothing
<1600> nothing

//<1601> ゆり
<1601> ゆり

//<1602> 女生徒
<1602> 女生徒

//<1603> ？？
<1603> ？？

//<1604> 「天使にさえ抵抗すれば、存在し続けられるのよ」
<1604> 「天使にさえ抵抗すれば、存在し続けられるのよ」

//<1605> 一瞬納得してしまいそうになるが、すぐにそれをかなぐり捨てるように首を振った。
<1605> 一瞬納得してしまいそうになるが、すぐにそれをかなぐり捨てるように首を振った。

//<1606> 音無
<1606> 音無

//<1607> クソ坊主
<1607> クソ坊主

//<1608> 代理人
<1608> 代理人

//<1609> 微妙すぎるイケメン
<1609> 微妙すぎるイケメン

//<1610> ロリコン
<1610> ロリコン

//<1611> メガネ仲間
<1611> メガネ仲間

//<1612> 暗算日本記録保持者
<1612> 暗算日本記録保持者

//<1613> 通り魔
<1613> 通り魔

//<1614> 記憶ナシ男
<1614> 記憶ナシ男

//<1615> 音速
<1615> 音速

//<1616> 無限
<1616> 無限

//<1617> エロ侍
<1617> エロ侍

//<1618> エロエロ団ナンバー１
<1618> エロエロ団ナンバー１

//<1619> ただのエロ少年
<1619> ただのエロ少年

//<1620> ユリブサイク
<1620> ユリブサイク

//<1621> ドピュッシー
<1621> ドピュッシー

//<1622> アメリカンエロドッグ
<1622> アメリカンエロドッグ

//<1623> ゼウス
<1623> ゼウス

//<1624> 日向markⅡ
<1624> 日向markⅡ

//<1625> 糞虫
<1625> 糞虫

//<1626> 量産型日向
<1626> 量産型日向

//<1627> ？？
<1627> ？？

//<1628> 「でも待て…その先にあるのはなんだ？　お前らは、何をしたいんだ…？」
<1628> 「でも待て…その先にあるのはなんだ？　お前らは、何をしたいんだ…？」

//<1629> nothing
<1629> nothing

//<1630> nothing
<1630> nothing

//<1631> nothing
<1631> nothing

//<1632> nothing
<1632> nothing

//<1633> nothing
<1633> nothing

//<1634> ゆり
<1634> ゆり

//<1635> 女生徒
<1635> 女生徒

//<1636> ？？
<1636> ？？

//<1637> 「話したでしょ。理不尽な人生を強いた神への復讐」
<1637> 「話したでしょ。理不尽な人生を強いた神への復讐」

//<1638> 音無
<1638> 音無

//<1639> クソ坊主
<1639> クソ坊主

//<1640> 代理人
<1640> 代理人

//<1641> 微妙すぎるイケメン
<1641> 微妙すぎるイケメン

//<1642> ロリコン
<1642> ロリコン

//<1643> メガネ仲間
<1643> メガネ仲間

//<1644> 暗算日本記録保持者
<1644> 暗算日本記録保持者

//<1645> 通り魔
<1645> 通り魔

//<1646> 記憶ナシ男
<1646> 記憶ナシ男

//<1647> 音速
<1647> 音速

//<1648> 無限
<1648> 無限

//<1649> エロ侍
<1649> エロ侍

//<1650> エロエロ団ナンバー１
<1650> エロエロ団ナンバー１

//<1651> ただのエロ少年
<1651> ただのエロ少年

//<1652> ユリブサイク
<1652> ユリブサイク

//<1653> ドピュッシー
<1653> ドピュッシー

//<1654> アメリカンエロドッグ
<1654> アメリカンエロドッグ

//<1655> ゼウス
<1655> ゼウス

//<1656> 日向markⅡ
<1656> 日向markⅡ

//<1657> 糞虫
<1657> 糞虫

//<1658> 量産型日向
<1658> 量産型日向

//<1659> ？？
<1659> ？？

//<1660> 「そんなこと…本当に可能なのか…？」
<1660> 「そんなこと…本当に可能なのか…？」

//<1661> nothing
<1661> nothing

//<1662> nothing
<1662> nothing

//<1663> nothing
<1663> nothing

//<1664> nothing
<1664> nothing

//<1665> nothing
<1665> nothing

//<1666> ゆり
<1666> ゆり

//<1667> 女生徒
<1667> 女生徒

//<1668> ？？
<1668> ？？

//<1669> 「神の使い、天使には、それなりに対抗できてるわ」
<1669> 「神の使い、天使には、それなりに対抗できてるわ」

