// Newline command format: {0000} (newline type)
// 0d = append
// 0e = new page
// anything else is unknown

//<0000> 音無
//<0543> se_charge
<0543> se_charge

//<0544> どんと両手で押された。
<0544> どんと両手で押された。

//<0545> 階段を転げ落ちるというより、踊り場まで吹っ飛ばされた。
<0545> 階段を転げ落ちるというより、踊り場まで吹っ飛ばされた。

//<0546> se_fall_human
<0546> se_fall_human

//<0547> 背中を強く打つ。
<0547> 背中を強く打つ。

//<0548> 音無
<0548> 音無

//<0549> クソ坊主
<0549> クソ坊主

//<0550> 代理人
<0550> 代理人

//<0551> 微妙すぎるイケメン
<0551> 微妙すぎるイケメン

//<0552> ロリコン
<0552> ロリコン

//<0553> メガネ仲間
<0553> メガネ仲間

//<0554> 暗算日本記録保持者
<0554> 暗算日本記録保持者

//<0555> 通り魔
<0555> 通り魔

//<0556> 記憶ナシ男
<0556> 記憶ナシ男

//<0557> 音速
<0557> 音速

//<0558> 無限
<0558> 無限

//<0559> エロ侍
<0559> エロ侍

//<0560> エロエロ団ナンバー１
<0560> エロエロ団ナンバー１

//<0561> ただのエロ少年
<0561> ただのエロ少年

//<0562> ユリブサイク
<0562> ユリブサイク

//<0563> ドピュッシー
<0563> ドピュッシー

//<0564> アメリカンエロドッグ
<0564> アメリカンエロドッグ

//<0565> ゼウス
<0565> ゼウス

//<0566> 日向markⅡ
<0566> 日向markⅡ

//<0567> 糞虫
<0567> 糞虫

//<0568> 量産型日向
<0568> 量産型日向

//<0569> ？？
<0569> ？？

//<0570> 「イダダダダ…」
<0570> 「イダダダダ…」

//<0571> nothing
<0571> nothing

//<0572> nothing
<0572> nothing

//<0573> nothing
<0573> nothing

//<0574> nothing
<0574> nothing

//<0575> nothing
<0575> nothing

//<0576> nothing
<0576> nothing

//<0577> 
<0577> 

//<0578> 
<0578> 

//<0579> nothing
<0579> nothing

//<0580> 天使
<0580> 天使

//<0581> かなで
<0581> かなで

//<0582> 女生徒
<0582> 女生徒

//<0583> ？？
<0583> ？？

//<0584> 「ごめんなさい…」
<0584> 「ごめんなさい…」

//<0585> 音無
<0585> 音無

//<0586> クソ坊主
<0586> クソ坊主

//<0587> 代理人
<0587> 代理人

//<0588> 微妙すぎるイケメン
<0588> 微妙すぎるイケメン

//<0589> ロリコン
<0589> ロリコン

//<0590> メガネ仲間
<0590> メガネ仲間

//<0591> 暗算日本記録保持者
<0591> 暗算日本記録保持者

//<0592> 通り魔
<0592> 通り魔

//<0593> 記憶ナシ男
<0593> 記憶ナシ男

//<0594> 音速
<0594> 音速

//<0595> 無限
<0595> 無限

//<0596> エロ侍
<0596> エロ侍

//<0597> エロエロ団ナンバー１
<0597> エロエロ団ナンバー１

//<0598> ただのエロ少年
<0598> ただのエロ少年

//<0599> ユリブサイク
<0599> ユリブサイク

//<0600> ドピュッシー
<0600> ドピュッシー

//<0601> アメリカンエロドッグ
<0601> アメリカンエロドッグ

//<0602> ゼウス
<0602> ゼウス

//<0603> 日向markⅡ
<0603> 日向markⅡ

//<0604> 糞虫
<0604> 糞虫

//<0605> 量産型日向
<0605> 量産型日向

//<0606> ？？
<0606> ？？

//<0607> 「なんに対して謝ってんだよ…」
<0607> 「なんに対して謝ってんだよ…」

//<0608> nothing
<0608> nothing

//<0609> nothing
<0609> nothing

//<0610> nothing
<0610> nothing

//<0611> nothing
<0611> nothing

//<0612> nothing
<0612> nothing

//<0613> 天使
<0613> 天使

//<0614> かなで
<0614> かなで

//<0615> 女生徒
<0615> 女生徒

//<0616> ？？
<0616> ？？

//<0617> 「頭から落ちなかったから」
<0617> 「頭から落ちなかったから」

//<0618> 音無
<0618> 音無

//<0619> クソ坊主
<0619> クソ坊主

//<0620> 代理人
<0620> 代理人

//<0621> 微妙すぎるイケメン
<0621> 微妙すぎるイケメン

//<0622> ロリコン
<0622> ロリコン

//<0623> メガネ仲間
<0623> メガネ仲間

//<0624> 暗算日本記録保持者
<0624> 暗算日本記録保持者

//<0625> 通り魔
<0625> 通り魔

//<0626> 記憶ナシ男
<0626> 記憶ナシ男

//<0627> 音速
<0627> 音速

//<0628> 無限
<0628> 無限

//<0629> エロ侍
<0629> エロ侍

//<0630> エロエロ団ナンバー１
<0630> エロエロ団ナンバー１

//<0631> ただのエロ少年
<0631> ただのエロ少年

//<0632> ユリブサイク
<0632> ユリブサイク

//<0633> ドピュッシー
<0633> ドピュッシー

//<0634> アメリカンエロドッグ
<0634> アメリカンエロドッグ

//<0635> ゼウス
<0635> ゼウス

//<0636> 日向markⅡ
<0636> 日向markⅡ

//<0637> 糞虫
<0637> 糞虫

//<0638> 量産型日向
<0638> 量産型日向

//<0639> ？？
<0639> ？？

//<0640> 「そのほうが痛いからやめてくれ！」
<0640> 「そのほうが痛いからやめてくれ！」

//<0641> nothing
<0641> nothing

//<0642> nothing
<0642> nothing

//<0643> nothing
<0643> nothing

//<0644> nothing
<0644> nothing

//<0645> nothing
<0645> nothing

//<0646> 天使
<0646> 天使

//<0647> かなで
<0647> かなで

//<0648> 女生徒
<0648> 女生徒

//<0649> ？？
<0649> ？？

//<0650> 「でも、記憶を失ったままのあなたは痛々しくて見ていられない…」
<0650> 「でも、記憶を失ったままのあなたは痛々しくて見ていられない…」

//<0651> 音無
<0651> 音無

//<0652> クソ坊主
<0652> クソ坊主

//<0653> 代理人
<0653> 代理人

//<0654> 微妙すぎるイケメン
<0654> 微妙すぎるイケメン

//<0655> ロリコン
<0655> ロリコン

//<0656> メガネ仲間
<0656> メガネ仲間

//<0657> 暗算日本記録保持者
<0657> 暗算日本記録保持者

//<0658> 通り魔
<0658> 通り魔

//<0659> 記憶ナシ男
<0659> 記憶ナシ男

//<0660> 音速
<0660> 音速

//<0661> 無限
<0661> 無限

//<0662> エロ侍
<0662> エロ侍

//<0663> エロエロ団ナンバー１
<0663> エロエロ団ナンバー１

//<0664> ただのエロ少年
<0664> ただのエロ少年

//<0665> ユリブサイク
<0665> ユリブサイク

//<0666> ドピュッシー
<0666> ドピュッシー

//<0667> アメリカンエロドッグ
<0667> アメリカンエロドッグ

//<0668> ゼウス
<0668> ゼウス

//<0669> 日向markⅡ
<0669> 日向markⅡ

//<0670> 糞虫
<0670> 糞虫

//<0671> 量産型日向
<0671> 量産型日向

//<0672> ？？
<0672> ？？

//<0673> 「今の絵のほうがよっぽと痛々しいと思うぜ！？」
<0673> 「今の絵のほうがよっぽと痛々しいと思うぜ！？」

//<0674> nothing
<0674> nothing

//<0675> nothing
<0675> nothing

//<0676> nothing
<0676> nothing

//<0677> nothing
<0677> nothing

//<0678> nothing
<0678> nothing

//<0679> 天使
<0679> 天使

//<0680> かなで
<0680> かなで

//<0681> 女生徒
<0681> 女生徒

//<0682> ？？
<0682> ？？

//<0683> 「え？　そう？」
<0683> 「え？　そう？」

//<0684> 音無
<0684> 音無

//<0685> クソ坊主
<0685> クソ坊主

//<0686> 代理人
<0686> 代理人

//<0687> 微妙すぎるイケメン
<0687> 微妙すぎるイケメン

//<0688> ロリコン
<0688> ロリコン

//<0689> メガネ仲間
<0689> メガネ仲間

//<0690> 暗算日本記録保持者
<0690> 暗算日本記録保持者

//<0691> 通り魔
<0691> 通り魔

//<0692> 記憶ナシ男
<0692> 記憶ナシ男

//<0693> 音速
<0693> 音速

//<0694> 無限
<0694> 無限

//<0695> エロ侍
<0695> エロ侍

//<0696> エロエロ団ナンバー１
<0696> エロエロ団ナンバー１

//<0697> ただのエロ少年
<0697> ただのエロ少年

//<0698> ユリブサイク
<0698> ユリブサイク

//<0699> ドピュッシー
<0699> ドピュッシー

//<0700> アメリカンエロドッグ
<0700> アメリカンエロドッグ

//<0701> ゼウス
<0701> ゼウス

//<0702> 日向markⅡ
<0702> 日向markⅡ

//<0703> 糞虫
<0703> 糞虫

//<0704> 量産型日向
<0704> 量産型日向

//<0705> ？？
<0705> ？？

//<0706> 「頭打って記憶なくしたわけでもねーし、そもそも頭をもう一回打ったから戻るってのもそんなの漫画とかフィクションの世界の話だから！」
<0706> 「頭打って記憶なくしたわけでもねーし、そもそも頭をもう一回打ったから戻るってのもそんなの漫画とかフィクションの世界の話だから！」

//<0707> nothing
<0707> nothing

//<0708> nothing
<0708> nothing

//<0709> nothing
<0709> nothing

//<0710> nothing
<0710> nothing

//<0711> nothing
<0711> nothing

//<0712> 天使
<0712> 天使

//<0713> かなで
<0713> かなで

//<0714> 女生徒
<0714> 女生徒

//<0715> ？？
<0715> ？？

//<0716> 「…！？」
<0716> 「…！？」

//<0717> 音無
<0717> 音無

//<0718> クソ坊主
<0718> クソ坊主

//<0719> 代理人
<0719> 代理人

//<0720> 微妙すぎるイケメン
<0720> 微妙すぎるイケメン

//<0721> ロリコン
<0721> ロリコン

//<0722> メガネ仲間
<0722> メガネ仲間

//<0723> 暗算日本記録保持者
<0723> 暗算日本記録保持者

//<0724> 通り魔
<0724> 通り魔

//<0725> 記憶ナシ男
<0725> 記憶ナシ男

//<0726> 音速
<0726> 音速

//<0727> 無限
<0727> 無限

//<0728> エロ侍
<0728> エロ侍

//<0729> エロエロ団ナンバー１
<0729> エロエロ団ナンバー１

//<0730> ただのエロ少年
<0730> ただのエロ少年

//<0731> ユリブサイク
<0731> ユリブサイク

//<0732> ドピュッシー
<0732> ドピュッシー

//<0733> アメリカンエロドッグ
<0733> アメリカンエロドッグ

//<0734> ゼウス
<0734> ゼウス

//<0735> 日向markⅡ
<0735> 日向markⅡ

//<0736> 糞虫
<0736> 糞虫

//<0737> 量産型日向
<0737> 量産型日向

//<0738> ？？
<0738> ？？

//<0739> 「お前、信じてたの…？」
<0739> 「お前、信じてたの…？」

//<0740> nothing
<0740> nothing

//<0741> nothing
<0741> nothing

//<0742> nothing
<0742> nothing

//<0743> nothing
<0743> nothing

//<0744> nothing
<0744> nothing

//<0745> 天使
<0745> 天使

//<0746> かなで
<0746> かなで

//<0747> 女生徒
<0747> 女生徒

//<0748> ？？
<0748> ？？

//<0749> 「……うん」
<0749> 「……うん」

//<0750> やっぱり馬鹿な子なんだろうか。
<0750> やっぱり馬鹿な子なんだろうか。

//<0751> 一体何を考えてるんだろうか、この子は。
<0751> 一体何を考えてるんだろうか、この子は。

//<0752> 音無
<0752> 音無

//<0753> クソ坊主
<0753> クソ坊主

//<0754> 代理人
<0754> 代理人

//<0755> 微妙すぎるイケメン
<0755> 微妙すぎるイケメン

//<0756> ロリコン
<0756> ロリコン

//<0757> メガネ仲間
<0757> メガネ仲間

//<0758> 暗算日本記録保持者
<0758> 暗算日本記録保持者

//<0759> 通り魔
<0759> 通り魔

//<0760> 記憶ナシ男
<0760> 記憶ナシ男

//<0761> 音速
<0761> 音速

//<0762> 無限
<0762> 無限

//<0763> エロ侍
<0763> エロ侍

//<0764> エロエロ団ナンバー１
<0764> エロエロ団ナンバー１

//<0765> ただのエロ少年
<0765> ただのエロ少年

//<0766> ユリブサイク
<0766> ユリブサイク

//<0767> ドピュッシー
<0767> ドピュッシー

//<0768> アメリカンエロドッグ
<0768> アメリカンエロドッグ

//<0769> ゼウス
<0769> ゼウス

//<0770> 日向markⅡ
<0770> 日向markⅡ

//<0771> 糞虫
<0771> 糞虫

//<0772> 量産型日向
<0772> 量産型日向

//<0773> ？？
<0773> ？？

//<0774> 「まあ、ショック療法ってのは実際あるよ。でもそれは物理的なショックじゃなく、電気ショックとか、そういうのでさ…」
<0774> 「まあ、ショック療法ってのは実際あるよ。でもそれは物理的なショックじゃなく、電気ショックとか、そういうのでさ…」

//<0775> nothing
<0775> nothing

//<0776> nothing
<0776> nothing

//<0777> nothing
<0777> nothing

//<0778> nothing
<0778> nothing

//<0779> nothing
<0779> nothing

//<0780> 天使
<0780> 天使

//<0781> かなで
<0781> かなで

//<0782> 女生徒
<0782> 女生徒

//<0783> ？？
<0783> ？？

//<0784> 「電気ショックならいいの？」
<0784> 「電気ショックならいいの？」

//<0785> 音無
<0785> 音無

//<0786> クソ坊主
<0786> クソ坊主

//<0787> 代理人
<0787> 代理人

//<0788> 微妙すぎるイケメン
<0788> 微妙すぎるイケメン

//<0789> ロリコン
<0789> ロリコン

//<0790> メガネ仲間
<0790> メガネ仲間

//<0791> 暗算日本記録保持者
<0791> 暗算日本記録保持者

//<0792> 通り魔
<0792> 通り魔

//<0793> 記憶ナシ男
<0793> 記憶ナシ男

//<0794> 音速
<0794> 音速

//<0795> 無限
<0795> 無限

//<0796> エロ侍
<0796> エロ侍

//<0797> エロエロ団ナンバー１
<0797> エロエロ団ナンバー１

//<0798> ただのエロ少年
<0798> ただのエロ少年

//<0799> ユリブサイク
<0799> ユリブサイク

//<0800> ドピュッシー
<0800> ドピュッシー

//<0801> アメリカンエロドッグ
<0801> アメリカンエロドッグ

//<0802> ゼウス
<0802> ゼウス

//<0803> 日向markⅡ
<0803> 日向markⅡ

//<0804> 糞虫
<0804> 糞虫

//<0805> 量産型日向
<0805> 量産型日向

//<0806> ？？
<0806> ？？

//<0807> 「そんな設備があるのか、この学校に」
<0807> 「そんな設備があるのか、この学校に」

//<0808> nothing
<0808> nothing

//<0809> nothing
<0809> nothing

//<0810> nothing
<0810> nothing

//<0811> nothing
<0811> nothing

//<0812> nothing
<0812> nothing

//<0813> 天使
<0813> 天使

//<0814> かなで
<0814> かなで

//<0815> 女生徒
<0815> 女生徒

//<0816> ？？
<0816> ？？

//<0817> 『ガードスキル・エレクトリックセイバー』
<0817> 『ガードスキル・エレクトリックセイバー』

//<0818> あるのか、そんなものが！
<0818> あるのか、そんなものが！

//<0819> nothing
<0819> nothing

//<0820> nothing
<0820> nothing

//<0821> nothing
<0821> nothing

//<0822> nothing
<0822> nothing

//<0823> nothing
<0823> nothing

//<0824> 天使
<0824> 天使

//<0825> かなで
<0825> かなで

//<0826> 女生徒
<0826> 女生徒

//<0827> ？？
<0827> ？？

//<0828> 「は、その痛々しさに断念したわ…」
<0828> 「は、その痛々しさに断念したわ…」

//<0829> 音無
<0829> 音無

//<0830> クソ坊主
<0830> クソ坊主

//<0831> 代理人
<0831> 代理人

//<0832> 微妙すぎるイケメン
<0832> 微妙すぎるイケメン

//<0833> ロリコン
<0833> ロリコン

//<0834> メガネ仲間
<0834> メガネ仲間

//<0835> 暗算日本記録保持者
<0835> 暗算日本記録保持者

//<0836> 通り魔
<0836> 通り魔

//<0837> 記憶ナシ男
<0837> 記憶ナシ男

//<0838> 音速
<0838> 音速

//<0839> 無限
<0839> 無限

//<0840> エロ侍
<0840> エロ侍

//<0841> エロエロ団ナンバー１
<0841> エロエロ団ナンバー１

//<0842> ただのエロ少年
<0842> ただのエロ少年

//<0843> ユリブサイク
<0843> ユリブサイク

//<0844> ドピュッシー
<0844> ドピュッシー

//<0845> アメリカンエロドッグ
<0845> アメリカンエロドッグ

//<0846> ゼウス
<0846> ゼウス

//<0847> 日向markⅡ
<0847> 日向markⅡ

//<0848> 糞虫
<0848> 糞虫

//<0849> 量産型日向
<0849> 量産型日向

//<0850> ？？
<0850> ？？

//<0851> 「ないのかよっ！　一瞬びびったじゃねーか！」
<0851> 「ないのかよっ！　一瞬びびったじゃねーか！」

//<0852> nothing
<0852> nothing

//<0853> nothing
<0853> nothing

//<0854> nothing
<0854> nothing

//<0855> nothing
<0855> nothing

//<0856> nothing
<0856> nothing

//<0857> 天使
<0857> 天使

//<0858> かなで
<0858> かなで

//<0859> 女生徒
<0859> 女生徒

//<0860> ？？
<0860> ？？

//<0861> 「まさか、役に立つ日が来るとは思いもしなかったから…」
<0861> 「まさか、役に立つ日が来るとは思いもしなかったから…」

//<0862> nothing
<0862> nothing

//<0863> nothing
<0863> nothing

//<0864> nothing
<0864> nothing

//<0865> nothing
<0865> nothing

//<0866> nothing
<0866> nothing

//<0867> 天使
<0867> 天使

//<0868> かなで
<0868> かなで

//<0869> 女生徒
<0869> 女生徒

//<0870> ？？
<0870> ？？

//<0871> 「もう一度挑戦するべきかしら…」
<0871> 「もう一度挑戦するべきかしら…」

//<0872> nothing
<0872> nothing

//<0873> nothing
<0873> nothing

//<0874> nothing
<0874> nothing

//<0875> nothing
<0875> nothing

//<0876> nothing
<0876> nothing

//<0877> 天使
<0877> 天使

//<0878> かなで
<0878> かなで

//<0879> 女生徒
<0879> 女生徒

//<0880> ？？
<0880> ？？

//<0881> 「そうよね…この世界に記憶喪失で来る人はたまに居るもの…」
<0881> 「そうよね…この世界に記憶喪失で来る人はたまに居るもの…」

//<0882> nothing
<0882> nothing

//<0883> nothing
<0883> nothing

//<0884> nothing
<0884> nothing

//<0885> nothing
<0885> nothing

//<0886> nothing
<0886> nothing

//<0887> 天使
<0887> 天使

//<0888> かなで
<0888> かなで

//<0889> 女生徒
<0889> 女生徒

//<0890> ？？
<0890> ？？

//<0891> 「でも、そういう人は大体一日か二日で記憶を取り戻すのに…」
<0891> 「でも、そういう人は大体一日か二日で記憶を取り戻すのに…」

//<0892> nothing
<0892> nothing

//<0893> nothing
<0893> nothing

//<0894> nothing
<0894> nothing

//<0895> nothing
<0895> nothing

//<0896> nothing
<0896> nothing

//<0897> 天使
<0897> 天使

//<0898> かなで
<0898> かなで

//<0899> 女生徒
<0899> 女生徒

//<0900> ？？
<0900> ？？

//<0901> 「一週間も経って、戻らないって…」
<0901> 「一週間も経って、戻らないって…」

//<0902> nothing
<0902> nothing

//<0903> nothing
<0903> nothing

//<0904> nothing
<0904> nothing

//<0905> nothing
<0905> nothing

//<0906> nothing
<0906> nothing

//<0907> 天使
<0907> 天使

//<0908> かなで
<0908> かなで

//<0909> 女生徒
<0909> 女生徒

//<0910> ？？
<0910> ？？

//<0911> 「あなた、おかしいわ…」
<0911> 「あなた、おかしいわ…」

//<0912> 音無
<0912> 音無

//<0913> クソ坊主
<0913> クソ坊主

//<0914> 代理人
<0914> 代理人

//<0915> 微妙すぎるイケメン
<0915> 微妙すぎるイケメン

//<0916> ロリコン
<0916> ロリコン

//<0917> メガネ仲間
<0917> メガネ仲間

//<0918> 暗算日本記録保持者
<0918> 暗算日本記録保持者

//<0919> 通り魔
<0919> 通り魔

//<0920> 記憶ナシ男
<0920> 記憶ナシ男

//<0921> 音速
<0921> 音速

//<0922> 無限
<0922> 無限

//<0923> エロ侍
<0923> エロ侍

//<0924> エロエロ団ナンバー１
<0924> エロエロ団ナンバー１

//<0925> ただのエロ少年
<0925> ただのエロ少年

//<0926> ユリブサイク
<0926> ユリブサイク

//<0927> ドピュッシー
<0927> ドピュッシー

//<0928> アメリカンエロドッグ
<0928> アメリカンエロドッグ

//<0929> ゼウス
<0929> ゼウス

//<0930> 日向markⅡ
<0930> 日向markⅡ

//<0931> 糞虫
<0931> 糞虫

//<0932> 量産型日向
<0932> 量産型日向

//<0933> ？？
<0933> ？？

//<0934> 「歯に衣着せず言ってくれるな…」
<0934> 「歯に衣着せず言ってくれるな…」

//<0935> nothing
<0935> nothing

//<0936> nothing
<0936> nothing

//<0937> nothing
<0937> nothing

//<0938> nothing
<0938> nothing

//<0939> nothing
<0939> nothing

//<0940> 天使
<0940> 天使

//<0941> かなで
<0941> かなで

//<0942> 女生徒
<0942> 女生徒

//<0943> ？？
<0943> ？？

//<0944> 「最初に説明したように、この世界では誰も病まない」
<0944> 「最初に説明したように、この世界では誰も病まない」

//<0945> nothing
<0945> nothing

//<0946> nothing
<0946> nothing

//<0947> nothing
<0947> nothing

//<0948> nothing
<0948> nothing

//<0949> nothing
<0949> nothing

//<0950> 天使
<0950> 天使

//<0951> かなで
<0951> かなで

//<0952> 女生徒
<0952> 女生徒

//<0953> ？？
<0953> ？？

//<0954> 「致命傷を負っても、一日か二日あれば治る」
<0954> 「致命傷を負っても、一日か二日あれば治る」

//<0955> nothing
<0955> nothing

//<0956> nothing
<0956> nothing

//<0957> nothing
<0957> nothing

//<0958> nothing
<0958> nothing

//<0959> nothing
<0959> nothing

//<0960> 天使
<0960> 天使

//<0961> かなで
<0961> かなで

//<0962> 女生徒
<0962> 女生徒

//<0963> ？？
<0963> ？？

//<0964> 「そんな中、一週間も記憶喪失で居られるなんて…」
<0964> 「そんな中、一週間も記憶喪失で居られるなんて…」

//<0965> nothing
<0965> nothing

//<0966> nothing
<0966> nothing

//<0967> nothing
<0967> nothing

//<0968> nothing
<0968> nothing

//<0969> nothing
<0969> nothing

//<0970> 天使
<0970> 天使

//<0971> かなで
<0971> かなで

//<0972> 女生徒
<0972> 女生徒

//<0973> ？？
<0973> ？？

//<0974> 「だって、それは今もなお病んでいる、ということじゃない？」
<0974> 「だって、それは今もなお病んでいる、ということじゃない？」

//<0975> 音無
<0975> 音無

//<0976> クソ坊主
<0976> クソ坊主

//<0977> 代理人
<0977> 代理人

//<0978> 微妙すぎるイケメン
<0978> 微妙すぎるイケメン

//<0979> ロリコン
<0979> ロリコン

//<0980> メガネ仲間
<0980> メガネ仲間

//<0981> 暗算日本記録保持者
<0981> 暗算日本記録保持者

//<0982> 通り魔
<0982> 通り魔

//<0983> 記憶ナシ男
<0983> 記憶ナシ男

//<0984> 音速
<0984> 音速

//<0985> 無限
<0985> 無限

//<0986> エロ侍
<0986> エロ侍

//<0987> エロエロ団ナンバー１
<0987> エロエロ団ナンバー１

//<0988> ただのエロ少年
<0988> ただのエロ少年

//<0989> ユリブサイク
<0989> ユリブサイク

//<0990> ドピュッシー
<0990> ドピュッシー

//<0991> アメリカンエロドッグ
<0991> アメリカンエロドッグ

//<0992> ゼウス
<0992> ゼウス

//<0993> 日向markⅡ
<0993> 日向markⅡ

//<0994> 糞虫
<0994> 糞虫

//<0995> 量産型日向
<0995> 量産型日向

//<0996> ？？
<0996> ？？

//<0997> 「ちょっと時間がかかってしまってるだけだろ」
<0997> 「ちょっと時間がかかってしまってるだけだろ」

//<0998> 音無
<0998> 音無

//<0999> クソ坊主
<0999> クソ坊主

//<1000> 代理人
<1000> 代理人

//<1001> 微妙すぎるイケメン
<1001> 微妙すぎるイケメン

//<1002> ロリコン
<1002> ロリコン

//<1003> メガネ仲間
<1003> メガネ仲間

//<1004> 暗算日本記録保持者
<1004> 暗算日本記録保持者

//<1005> 通り魔
<1005> 通り魔

//<1006> 記憶ナシ男
<1006> 記憶ナシ男

//<1007> 音速
<1007> 音速

//<1008> 無限
<1008> 無限

//<1009> エロ侍
<1009> エロ侍

//<1010> エロエロ団ナンバー１
<1010> エロエロ団ナンバー１

//<1011> ただのエロ少年
<1011> ただのエロ少年

//<1012> ユリブサイク
<1012> ユリブサイク

//<1013> ドピュッシー
<1013> ドピュッシー

//<1014> アメリカンエロドッグ
<1014> アメリカンエロドッグ

//<1015> ゼウス
<1015> ゼウス

//<1016> 日向markⅡ
<1016> 日向markⅡ

//<1017> 糞虫
<1017> 糞虫

//<1018> 量産型日向
<1018> 量産型日向

//<1019> ？？
<1019> ？？

//<1020> 「とにかくショック療法のことは忘れてくれ」
<1020> 「とにかくショック療法のことは忘れてくれ」

//<1021> nothing
<1021> nothing

//<1022> nothing
<1022> nothing

//<1023> nothing
<1023> nothing

//<1024> nothing
<1024> nothing

//<1025> nothing
<1025> nothing

//<1026> 天使
<1026> 天使

//<1027> かなで
<1027> かなで

//<1028> 女生徒
<1028> 女生徒

//<1029> ？？
<1029> ？？

//<1030> 「エレクトリックセイバーはいいの？」
<1030> 「エレクトリックセイバーはいいの？」

//<1031> 音無
<1031> 音無

//<1032> クソ坊主
<1032> クソ坊主

//<1033> 代理人
<1033> 代理人

//<1034> 微妙すぎるイケメン
<1034> 微妙すぎるイケメン

//<1035> ロリコン
<1035> ロリコン

//<1036> メガネ仲間
<1036> メガネ仲間

//<1037> 暗算日本記録保持者
<1037> 暗算日本記録保持者

//<1038> 通り魔
<1038> 通り魔

//<1039> 記憶ナシ男
<1039> 記憶ナシ男

//<1040> 音速
<1040> 音速

//<1041> 無限
<1041> 無限

//<1042> エロ侍
<1042> エロ侍

//<1043> エロエロ団ナンバー１
<1043> エロエロ団ナンバー１

//<1044> ただのエロ少年
<1044> ただのエロ少年

//<1045> ユリブサイク
<1045> ユリブサイク

//<1046> ドピュッシー
<1046> ドピュッシー

//<1047> アメリカンエロドッグ
<1047> アメリカンエロドッグ

//<1048> ゼウス
<1048> ゼウス

//<1049> 日向markⅡ
<1049> 日向markⅡ

//<1050> 糞虫
<1050> 糞虫

//<1051> 量産型日向
<1051> 量産型日向

//<1052> ？？
<1052> ？？

//<1053> 「不思議なことに名称だけでどんなものか想像が付くそれはもういい…」
<1053> 「不思議なことに名称だけでどんなものか想像が付くそれはもういい…」

//<1054> nothing
<1054> nothing

//<1055> nothing
<1055> nothing

//<1056> nothing
<1056> nothing

//<1057> nothing
<1057> nothing

//<1058> nothing
<1058> nothing

//<1059> 天使
<1059> 天使

//<1060> かなで
<1060> かなで

//<1061> 女生徒
<1061> 女生徒

//<1062> ？？
<1062> ？？

//<1063> 「そう…」
<1063> 「そう…」

//<1064> nothing
<1064> nothing

//<1065> nothing
<1065> nothing

//<1066> nothing
<1066> nothing

//<1067> nothing
<1067> nothing

//<1068> nothing
<1068> nothing

//<1069> 天使
<1069> 天使

//<1070> かなで
<1070> かなで

//<1071> 女生徒
<1071> 女生徒

//<1072> ？？
<1072> ？？

//<1073> 「じゃ、あなたの記憶が取り戻せる方法、考えておくわ」
<1073> 「じゃ、あなたの記憶が取り戻せる方法、考えておくわ」

//<1074> nothing
<1074> nothing

//<1075> nothing
<1075> nothing

//<1076> nothing
<1076> nothing

//<1077> nothing
<1077> nothing

//<1078> nothing
<1078> nothing

//<1079> nothing
<1079> nothing

//<1080> そう言って、踵を返すと教室に戻っていった。
<1080> そう言って、踵を返すと教室に戻っていった。

//<1081> 俺は踊り場に放置されたままだった…。
<1081> 俺は踊り場に放置されたままだった…。

//<1082> dummy
<1082> dummy

//<1083> m204
<1083> m204

//<1084> kn0905
<1084> kn0905

//<1085> bg_kuro
<1085> bg_kuro

//<1086> ep88_bg016
<1086> ep88_bg016

//<1087> m127
<1087> m127

//<1088> ep06_bg008
<1088> ep06_bg008

//<1089> bs3_kn0901
<1089> bs3_kn0901

//<1090> bs3_kn0901
<1090> bs3_kn0901

//<1091> bs3_kn0901
<1091> bs3_kn0901

//<1092> bs3_kn0901
<1092> bs3_kn0901

//<1093> bs3_kn0901
<1093> bs3_kn0901

//<1094> bs3_kn0901
<1094> bs3_kn0901

//<1095> bg_kuro
<1095> bg_kuro

//<1096> ep88_bg016
<1096> ep88_bg016

//<1097> ep06_bg008
<1097> ep06_bg008

//<1098> kn0901
<1098> kn0901

//<1099> kn0901_05
<1099> kn0901_05

//<1100> kn0101_08
<1100> kn0101_08

//<1101> kn0101
<1101> kn0101

//<1102> kn0101_08
<1102> kn0101_08

//<1103> kn0101_02
<1103> kn0101_02

//<1104> kn0901
<1104> kn0901

//<1105> kn0901_05
<1105> kn0901_05

